Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.454
Comp. Cola Columna,Untitled 000,0.918
Barren,Untitled 000,0.992
Cabeza puntual retorno,Untitled 000,1.452
Celda # 11-A,Untitled 000,3.417
Celda # 11-B,Untitled 000,0.769
Celda # 11-C,Untitled 000,0.064
Celda # 6-F2,Untitled 000,0.201
Celda #5-9,Untitled 000,0.547
Celda #(F1+F2),Untitled 000,1.341
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,1.129
NE Tubo 4,Untitled 000,2.198
NE Tubo 5,Untitled 000,2.586
NE Tubo 6,Untitled 000,1.512
NE Tubo 7,Untitled 000,0.788
Puntual Noroeste,Untitled 000,1.137
Barren Patios,Untitled 000,0.705
Tubo 3,Untitled 000,0.272
Especial 1,Untitled 000,0.186
Especial 2,Untitled 000,0.063
Especial 3,Untitled 000,0.098
Especial 4,Untitled 000,0.098
Especial 5,Untitled 000,0.036
