Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.198
Comp. Cola Columna,Untitled 000,0.962
Barren,Untitled 000,0.887
Cabeza puntual retorno,Untitled 000,1.2
Celda # 11-A,Untitled 000,0.043
Celda # 11-B,Untitled 000,0.028
Celda # 11-C,Untitled 000,0.153
Celda # 6-F2,Untitled 000,0.094
Celda #5-9,Untitled 000,0.087
Celda #(F1+F2),Untitled 000,1.13
NE Tubo 1,Untitled 000,0.013
NE Tubo 2,Untitled 000,0.954
NE Tubo 4,Untitled 000,2.663
NE Tubo 5,Untitled 000,1.471
NE Tubo 6,Untitled 000,0.174
NE Tubo 7,Untitled 000,1.328
Puntual Noroeste,Untitled 000,1.205
Barren Patios,Untitled 000,0.84
Tubo 3,Untitled 000,0.236
Especial 1,Untitled 000,0.026
Especial 2,Untitled 000,0.013
Especial 3,Untitled 000,0.036
Especial 4,Untitled 000,0.055
Especial 5,Untitled 000,0.029
Especial 6,Untitled 000,0.597
Pileta Patio,Untitled 000,0.197
