Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.617
Comp. Cola Columna,Untitled 000,0.276
Barren,Untitled 000,0.307
Cabeza puntual retorno,Untitled 000,0.625
Celda # 11-A,Untitled 000,0.166
Celda # 11-B,Untitled 000,0.044
Celda # 11-C,Untitled 000,0.034
Celda # 6-F2,Untitled 000,0.071
Celda #5-9,Untitled 000,0.141
Celda #(F1+F2),Untitled 000,0.837
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.89
NE Tubo 4,Untitled 000,0.098
NE Tubo 5,Untitled 000,0.697
NE Tubo 6,Untitled 000,2.342
NE Tubo 7,Untitled 000,0.362
Puntual Noroeste,Untitled 000,0.809
Barren Patios,Untitled 000,0.301
Tubo 3,Untitled 000,0.731
Especial 1,Untitled 000,0.181
Especial 2,Untitled 000,0.053
Especial 3,Untitled 000,0.139
Especial 4,Untitled 000,0.296
Especial 5,Untitled 000,0.054
Especial 6,Untitled 000,0.023
