Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.426
Comp. Cola Columna,Untitled 000,0.276
Barren,Untitled 000,0.25
Cabeza puntual retorno,Untitled 000,0.397
Celda # 11-A,Untitled 000,0.125
Celda # 11-B,Untitled 000,0.557
Celda # 11-C,Untitled 000,0.017
Celda # 6-F2,Untitled 000,0.015
Celda #5-9,Untitled 000,1.019
Celda #(F1+F2),Untitled 000,0.362
NE Tubo 1,Untitled 000,0.014
NE Tubo 2,Untitled 000,0.492
NE Tubo 4,Untitled 000,0.068
NE Tubo 5,Untitled 000,0.013
NE Tubo 6,Untitled 000,0.016
NE Tubo 7,Untitled 000,0.306
Puntual Noroeste,Untitled 000,0.306
Barren Patios,Untitled 000,0.271
Tubo 3,Untitled 000,0.593
Especial 1,Untitled 000,2.493
Especial 2,Untitled 000,0.056
Especial 3,Untitled 000,0.032
Especial 4,Untitled 000,0.033
Especial 5,Untitled 000,0.189
