"Analista",""
"Fecha de inicio","06/12/2025 11:31 p. m.  GMT: 07/12/2025 06:31 a. m."
"Hoja de trabajo","LC005944_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"07/12/2025","12:02:18 a. m.","PATRON",0.8833,"","mg/L",0.9
"07/12/2025","12:02:32 a. m.","BLANCO",0.0061,"","mg/L",">100"
"07/12/2025","12:02:50 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"07/12/2025","12:03:06 a. m.","LC005944-001",0.1021,"","mg/L",2.1
"07/12/2025","12:03:20 a. m.","LC005944-002",0.0919,"","mg/L",2.5
"07/12/2025","12:03:38 a. m.","LC005944-003",0.0536,"","mg/L",2.7
"07/12/2025","12:03:52 a. m.","LC005944-004",0.1749,"","mg/L",0.8
"07/12/2025","12:04:08 a. m.","LC005944-005",0.0705,"","mg/L",1.1
"07/12/2025","12:04:22 a. m.","LC005944-006",0.0733,"","mg/L",1.6
"07/12/2025","12:05:18 a. m.","PATRON",0.8885,"","mg/L",1.4
"07/12/2025","12:05:36 a. m.","LC005944-007",0.0468,"","mg/L",1.9
"07/12/2025","12:05:52 a. m.","LC005944-008",0.0962,"","mg/L",1.3
"07/12/2025","12:06:08 a. m.","LC005944-009",0.6421,"","mg/L",0.6
"07/12/2025","12:06:24 a. m.","LC005944-010",0.1947,"","mg/L",0.2
"07/12/2025","12:06:38 a. m.","LC005944-011",0.2262,"","mg/L",0.9
"07/12/2025","12:06:54 a. m.","LC005944-012",0.2194,"","mg/L",1.1
"07/12/2025","12:07:58 a. m.","PATRON",0.8775,"","mg/L",0.5
"07/12/2025","12:08:12 a. m.","LC005944-013",0.2140,"","mg/L",0.4
"07/12/2025","12:08:28 a. m.","LC005944-014",0.0346,"","mg/L",6.5
"07/12/2025","12:08:42 a. m.","LC005944-015",-0.0016,"","mg/L",97.6
"07/12/2025","12:08:58 a. m.","LC005944-016",0.0828,"","mg/L",2.5
"07/12/2025","12:09:14 a. m.","LC005944-017",0.1046,"","mg/L",1.3
"07/12/2025","12:09:28 a. m.","LC005944-018",0.0243,"","mg/L",3.3
"07/12/2025","12:09:42 a. m.","PATRON",0.8827,"","mg/L",0.9
"07/12/2025","12:10:02 a. m.","LC005944-019",0.1191,"","mg/L",1.0
"07/12/2025","12:10:16 a. m.","LC005944-020",-0.0055,"","mg/L",25.0
"07/12/2025","12:10:30 a. m.","LC005944-021",0.6285,"","mg/L",0.4
"07/12/2025","12:10:46 a. m.","LC005944-022",0.1171,"","mg/L",1.9
"07/12/2025","12:10:58 a. m.","LC005944-023",0.0386,"","mg/L",6.0
"07/12/2025","12:11:12 a. m.","LC005944-024",-0.0017,"","mg/L",">100"
"07/12/2025","12:11:26 a. m.","PATRON",0.8930,"","mg/L",0.5
"07/12/2025","12:11:38 a. m.","BLANCO",-0.0169,"","mg/L",26.6
"07/12/2025","12:11:48 a. m.","REAGENT BLANK",0.0000,"","mg/L",70.1
"07/12/2025","12:11:58 a. m.","BLANCO REACTIVO REAG",-0.0008,"","mg/L",">100"
"07/12/2025","12:11:58 a. m.","Muestra 035","","","mg/L",""

"Método: Au AU ALTO (Llama)"

