Analista,FLAVIO,,,,,,,
Fecha de inicio,7/10/2022 9:43 AM  GMT: 7/10/2022 2:43 PM,,,,,,,
Hoja de trabajo,SA000052,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
,PATRON,1.0095,,mg/L,0.1113,0.1108,0.1124,0.1108
,BLANCO,0.0083,,mg/L,0.0009,0.0014,0.0002,0.0012
,BLANCO REACTIVO,0,,mg/L,0.0004,0.0005,0.0002,0.0005
,SA000052-001,67.6331,,mg/L,0.281,0.2807,0.2813,0.281
,SA000052-002,33.5257,,mg/L,0.1473,0.1469,0.1472,0.1478
,SA000052-003,29.685,,mg/L,0.1309,0.1292,0.1311,0.1325
,SA000052-004,25.7972,,mg/L,0.1183,0.1178,0.1193,0.1178
,SA000052-005,22.8176,,mg/L,0.1012,0.1018,0.101,0.1007
,SA000052-006,42.7908,,mg/L,0.1851,0.1845,0.1868,0.1841
,SA000052-007,56.3517,,mg/L,0.2386,0.2369,0.2403,0.2384
,SA000052-008,37.5455,,mg/L,0.1635,0.1627,0.1642,0.1636
,SA000052-009,36.9573,,mg/L,0.161,0.1608,0.1609,0.1613
,SA000052-010,96.4919,,mg/L,0.3778,0.3773,0.3772,0.3789
,PATRON,1.0138,,mg/L,0.1118,0.1132,0.1111,0.111
,BLANCO,0.0025,,mg/L,0.0003,0.0008,0.0001,0
,BLANCO REACTIVO,0,,mg/L,0.0007,0.0004,-0.0005,0.0021
,SA000052-011,40.7805,,mg/L,0.1773,0.1771,0.1779,0.1768
,SA000052-012,47.5346,,mg/L,0.205,0.2045,0.2052,0.2052
,SA000052-013,0.159,,mg/L,0.0007,0.0006,0.0007,0.0009
,SA000052-014,134.723,,mg/L,0.06,0.0603,0.0599,0.0598
,SA000052-015,62.5585,,mg/L,0.2629,0.2624,0.263,0.2635
,SA000052-016,54.661,,mg/L,0.233,0.2337,0.2331,0.2321
,SA000052-017,48.7579,,mg/L,0.2092,0.2088,0.2089,0.2098
,SA000052-018,47.3719,,mg/L,0.2039,0.2053,0.2018,0.2046
,SA000052-019,35.7946,,mg/L,0.1567,0.1556,0.158,0.1564
,SA000052-020,34.9225,,mg/L,0.1529,0.1522,0.1533,0.1532
,PATRON,1.0161,,mg/L,0.112,0.113,0.1119,0.1112
,BLANCO,-0.0045,,mg/L,-0.0005,-0.0003,0.0001,-0.0013
,BLANCO REACTIVO,0,,mg/L,0.0008,0.0009,0.0014,0.0002
,SA000052-021,50.4248,,mg/L,0.2159,0.2159,0.2157,0.216
,SA000052-022,53.2814,,mg/L,0.2269,0.2267,0.2261,0.2278
,SA000052-023,140.401,,mg/L,0.0626,0.062,0.0633,0.0624
,SA000052-024,-0.0238,,mg/L,-0.0001,-0.0002,0.0007,-0.0008
,SA000052-025,255.281,,mg/L,0.1132,0.1137,0.1133,0.1126
,SA000052-026,162.28,,mg/L,0.0722,0.0721,0.0721,0.0723
,SA000052-027,123.903,,mg/L,0.0555,0.0549,0.0558,0.0557
,SA000052-028,50.4366,,mg/L,0.2165,0.2163,0.2164,0.2169
,SA000052-029,65.9227,,mg/L,0.2753,0.2747,0.2755,0.2758
,SA000052-030,128.881,,mg/L,0.0574,0.0572,0.0574,0.0576
,PATRON,1.0054,,mg/L,0.1109,0.1113,0.1104,0.1109
,BLANCO,-0.0032,,mg/L,-0.0004,0.0001,-0.0007,-0.0005
,BLANCO REACTIVO,0,,mg/L,0.0004,0.0011,0.0001,0
,SA000052-031,87.7672,,mg/L,0.3497,0.3499,0.3486,0.3506
,SA000052-032,74.4387,,mg/L,0.3052,0.3051,0.3064,0.3042
,SA000052-033,74.4532,,mg/L,0.3049,0.304,0.3047,0.306
,SA000052-034,73.0523,,mg/L,0.3002,0.3001,0.3,0.3005
,SA000052-035,0.676,,mg/L,0.003,0.0033,0.0027,0.0031
,SA000052-036,52.0878,,mg/L,0.2221,0.2222,0.2217,0.2224
,SA000052-037,54.7797,,mg/L,0.2333,0.2343,0.234,0.2317
,SA000052-038,0.2774,,mg/L,0.0012,0.0011,0.0006,0.002
,SA000052-039,137.16,,mg/L,0.0613,0.0615,0.0611,0.0612
,SA000052-040,15.6409,,mg/L,0.0696,0.0696,0.0693,0.0698
,PATRON,1.0166,,mg/L,0.1121,0.1106,0.1126,0.1131
,BLANCO,0.0007,,mg/L,0.0001,-0.0003,0,0.0005
,BLANCO REACTIVO,0,,mg/L,0.0007,0.0016,0.0002,0.0002
