"Analista",""
"Fecha de inicio","12/12/2025 03:47 a. m.  GMT: 12/12/2025 10:47 a. m."
"Hoja de trabajo","EXP000174_24"
"Comentario",""
"Métodos","Au"

"Método: Au (Llama)"

"12/12/2025","04:26:04 a. m.","PATRON",0.8942,"","mg/L",0.5
"12/12/2025","04:26:24 a. m.","BLANCO",0.0004,"","mg/L",">100"
"12/12/2025","04:26:34 a. m.","REAGENT BLANK",0.0000,"","mg/L",59.6
"12/12/2025","04:30:10 a. m.","EXP000174-001",0.0658,"","mg/L",1.6
"12/12/2025","04:30:24 a. m.","EXP000174-002",0.0049,"","mg/L",50.1
"12/12/2025","04:30:36 a. m.","EXP000174-003",0.0703,"","mg/L",0.7
"12/12/2025","04:30:48 a. m.","EXP000174-004",0.8606,"","mg/L",1.2
"12/12/2025","04:31:04 a. m.","EXP000174-005",0.0021,"","mg/L",">100"
"12/12/2025","04:31:18 a. m.","EXP000174-006",0.2038,"","mg/L",0.5
"12/12/2025","04:31:30 a. m.","PATRON",0.8957,"","mg/L",0.6
"12/12/2025","04:32:06 a. m.","EXP000174-008",0.0653,"","mg/L",2.6
"12/12/2025","04:32:20 a. m.","EXP000174-009",0.0233,"","mg/L",5.1
"12/12/2025","04:32:34 a. m.","EXP000174-010",0.0210,"","mg/L",2.3
"12/12/2025","04:32:52 a. m.","EXP000174-011",0.0120,"","mg/L",7.7
"12/12/2025","04:33:06 a. m.","EXP000174-012",0.0263,"","mg/L",6.4
"12/12/2025","04:33:22 a. m.","PATRON",0.8864,"","mg/L",1.0
"12/12/2025","04:33:34 a. m.","EXP000174-013",1.0097,"","mg/L",0.6
"12/12/2025","04:33:48 a. m.","EXP000174-014",0.1202,"","mg/L",0.9
"12/12/2025","04:34:00 a. m.","EXP000174-015",0.2328,"","mg/L",0.7
"12/12/2025","04:34:16 a. m.","PATRON",0.8809,"","mg/L",0.3
"12/12/2025","04:34:28 a. m.","BLANCO",0.0045,"","mg/L",">100"
"12/12/2025","04:34:38 a. m.","REAGENT BLANK",0.0000,"","mg/L",10.4
"12/12/2025","04:34:58 a. m.","EXP000174-007",0.2025,"","mg/L",0.8
"12/12/2025","04:34:58 a. m.","PATRON","","","mg/L",""
