Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.984
Comp. Cola Columna,Untitled 000,0.517
Barren,Untitled 000,0.559
Cabeza puntual retorno,Untitled 000,0.987
Celda # 11-A,Untitled 000,0.364
Celda # 11-B,Untitled 000,1.532
Celda # 11-C,Untitled 000,0.994
Celda #5-9,Untitled 000,0.977
Celda #(F1+F2),Untitled 000,0.99
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.453
NE Tubo 4,Untitled 000,0.631
NE Tubo 5,Untitled 000,0.04
NE Tubo 6,Untitled 000,0.28
NE Tubo 7,Untitled 000,0.84
Puntual Noroeste,Untitled 000,0.926
Barren Patios,Untitled 000,0.516
Tubo 3,Untitled 000,1.474
Especial 1,Untitled 000,2.071
Especial 2,Untitled 000,0.058
Especial 3,Untitled 000,0.036
Especial 4,Untitled 000,0.044
Especial 5,Untitled 000,0.075
Columna #2,Untitled 000,0.925
Columna #3,Untitled 000,0.842
Columna #4,Untitled 000,0.673
Columna #5,Untitled 000,0.544
