Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.597
Comp. Cola Columna,Untitled 000,0.942
Barren,Untitled 000,0.970
Cabeza puntual retorno,Untitled 000,1.591
Celda # 11-A,Untitled 000,4.224
Celda # 11-B,Untitled 000,0.907
Celda # 11-C,Untitled 000,0.096
Celda # 6-F2,Untitled 000,0.650
Celda #5-9,Untitled 000,0.615
Celda #(F1+F2),Untitled 000,1.431
NE Tubo 1,Untitled 000,0.032
NE Tubo 2,Untitled 000,1.508
NE Tubo 4,Untitled 000,2.658
NE Tubo 5,Untitled 000,3.047
NE Tubo 6,Untitled 000,1.702
NE Tubo 7,Untitled 000,0.962
Puntual Noroeste,Untitled 000,1.498
Barren Patios,Untitled 000,0.874
Tubo 3,Untitled 000,0.425
Especial 1,Untitled 000,0.260
Especial 2,Untitled 000,0.107
Especial 3,Untitled 000,0.269
Especial 4,Untitled 000,0.316
Especial 5,Untitled 000,0.074
,,
