Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.432
Comp. Cola Columna,Untitled 000,0.314
Barren,Untitled 000,0.246
Cabeza puntual retorno,Untitled 000,0.381
Celda # 11-A,Untitled 000,0.149
Celda # 11-B,Untitled 000,0.05
Celda # 11-C,Untitled 000,0.041
Celda # 6-F2,Untitled 000,0.042
Celda #5-9,Untitled 000,0.806
Celda #(F1+F2),Untitled 000,0.335
NE Tubo 1,Untitled 000,0.014
NE Tubo 2,Untitled 000,0.25
NE Tubo 4,Untitled 000,0.072
NE Tubo 5,Untitled 000,0.009
NE Tubo 6,Untitled 000,0.01
NE Tubo 7,Untitled 000,0.249
Puntual Noroeste,Untitled 000,0.304
Barren Patios,Untitled 000,0.178
Tubo 3,Untitled 000,0.728
Especial 1,Untitled 000,0.066
Especial 2,Untitled 000,0.053
Especial 3,Untitled 000,0.033
Especial 4,Untitled 000,0.032
Especial 5,Untitled 000,0.271
Especial 6,Untitled 000,0.009
