Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.718
Comp. Cola Columna,Untitled 000,1.637
Barren,Untitled 000,1.440
Cabeza puntual retorno,Untitled 000,1.680
Columna #1,Untitled 000,1.624
Columna #2,Untitled 000,1.609
Columna #3,Untitled 000,1.572
Columna #4,Untitled 000,1.493
Columna #5,Untitled 000,1.733
Celda # 11-A,Untitled 000,0.480
Celda # 11-C,Untitled 000,3.220
Celda #5-9,Untitled 000,0.048
Celda # 11-B,Untitled 000,9.183
Celda #(F1+F2),Untitled 000,1.596
Especial 1,Untitled 000,0.067
Especial 2,Untitled 000,0.044
Especial 3,Untitled 000,0.102
Especial 4,Untitled 000,0.089
Especial 5,Untitled 000,0.054
NE Tubo 1,Untitled 000,2.958
NE Tubo 2,Untitled 000,0.538
NE Tubo 4,Untitled 000,2.287
NE Tubo 5,Untitled 000,1.161
NE Tubo 6,Untitled 000,0.286
NE Tubo 7,Untitled 000,1.601
Puntual Noroeste,Untitled 000,1.355
Barren Patios,Untitled 000,1.503
Tubo 3,Untitled 000,1.509
,,
