Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.179
Cabeza puntual retorno,Au 242.80,0.179
Celda #(F1+F2),Au 242.80,0.187
Puntual Noroeste,Au 242.80,0.145
Tubo 3,Au 242.80,0.241
NE Tubo 2,Au 242.80,0.127
NE Tubo 4,Au 242.80,0.02
Especial 1,Au 242.80,0.181
Especial 2,Au 242.80,0.069
Especial 3,Au 242.80,0.023
Especial 4,Au 242.80,0.027
Especial 5,Au 242.80,0.162
Columna #1,Au 242.80,0.125
Columna #2,Au 242.80,0.081
Columna #3,Au 242.80,0.042
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.008
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.012
Barren Patios,Au 242.80,0.012
NE Tubo 1,Au 242.80,0.599
NE Tubo 5,Au 242.80,0.009
NE Tubo 6,Au 242.80,0.011
NE Tubo 7,Au 242.80,0.125
Celda # 11-A,Au 242.80,0.032
Celda # 11-B,Au 242.80,0.009
Celda # 11-C,Au 242.80,0.012
Celda #5-9,Au 242.80,0.081
