Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.391
Cabeza puntual retorno,Untitled 000,0.399
Celda #(F1+F2),Untitled 000,0.43
Puntual Noroeste,Untitled 000,0.473
Tubo 3,Untitled 000,0.714
NE Tubo 2,Untitled 000,0.139
NE Tubo 4,Untitled 000,0.994
Especial 1,Untitled 000,0.025
Especial 2,Untitled 000,0.021
Especial 3,Untitled 000,1.228
Especial 4,Untitled 000,1.275
Especial 5,Untitled 000,0.036
Comp. Cola Columna,Untitled 000,0.253
Barren,Untitled 000,0.254
Barren Patios,Untitled 000,0.272
NE Tubo 1,Untitled 000,0.026
NE Tubo 5,Untitled 000,0.095
NE Tubo 6,Untitled 000,0.049
NE Tubo 7,Untitled 000,0.26
Celda # 11-A,Untitled 000,0.069
Celda # 11-B,Untitled 000,0.024
Celda # 11-C,Untitled 000,0.02
Celda # 6-F2,Untitled 000,0.319
Celda #5-9,Untitled 000,0.102
