Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.144
Cabeza puntual retorno,Au 242.80,0.141
Celda #(F1+F2),Au 242.80,0.149
Puntual Noroeste,Au 242.80,0.171
Tubo 3,Au 242.80,0.182
NE Tubo 2,Au 242.80,0.106
NE Tubo 4,Au 242.80,0.046
Especial 1,Au 242.80,0.101
Especial 2,Au 242.80,0.063
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.013
Especial 5,Au 242.80,0.051
Columna #1,Au 242.80,0.09
Columna #2,Au 242.80,0.047
Columna #3,Au 242.80,0.039
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.011
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.017
Barren Patios,Au 242.80,0.023
NE Tubo 1,Au 242.80,0.197
NE Tubo 5,Au 242.80,0.019
NE Tubo 6,Au 242.80,0.009
NE Tubo 7,Au 242.80,0.74
Celda # 11-A,Au 242.80,0.022
Celda # 11-B,Au 242.80,0.009
Celda # 11-C,Au 242.80,0.012
Celda #5-9,Au 242.80,0.06
