Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.384
Comp. Cola Columna,Untitled 000,0.267
Barren,Untitled 000,0.263
Cabeza puntual retorno,Untitled 000,0.394
Celda # 11-A,Untitled 000,0.302
Celda # 11-B,Untitled 000,0.059
Celda # 11-C,Untitled 000,0.032
Celda #5-9,Untitled 000,0.259
Celda #(F1+F2),Untitled 000,0.386
NE Tubo 1,Untitled 000,0.032
NE Tubo 2,Untitled 000,0.069
NE Tubo 4,Untitled 000,0.166
NE Tubo 5,Untitled 000,0.031
NE Tubo 6,Untitled 000,0.022
NE Tubo 7,Untitled 000,0.312
Puntual Noroeste,Untitled 000,0.411
Barren Patios,Untitled 000,0.242
Tubo 3,Untitled 000,0.950
Especial 1,Untitled 000,0.063
Especial 2,Untitled 000,0.042
Especial 3,Untitled 000,0.050
Especial 4,Untitled 000,0.191
Especial 5,Untitled 000,0.055
Columna #1,Untitled 000,0.341
Columna #2,Untitled 000,0.346
Columna #3,Untitled 000,0.314
Columna #4,Untitled 000,0.272
Columna #5,Untitled 000,0.235
