Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.537
Comp. Cola Columna,Untitled 000,0.29
Barren,Untitled 000,0.366
Cabeza puntual retorno,Untitled 000,0.522
Celda # 11-A,Untitled 000,1.905
Celda # 11-B,Untitled 000,0.08
Celda # 11-C,Untitled 000,0.017
Celda # 6-F2,Untitled 000,0.015
Celda #5-9,Untitled 000,0.291
Celda #(F1+F2),Untitled 000,0.276
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.122
NE Tubo 4,Untitled 000,0.103
NE Tubo 5,Untitled 000,0.069
NE Tubo 6,Untitled 000,0.04
NE Tubo 7,Untitled 000,0.457
Puntual Noroeste,Untitled 000,0.356
Barren Patios,Untitled 000,0.348
Tubo 3,Untitled 000,0.405
Especial 1,Untitled 000,0.138
Especial 2,Untitled 000,0.083
Especial 3,Untitled 000,2.475
Especial 4,Untitled 000,0.257
Especial 5,Untitled 000,0.15
Especial 6,Untitled 000,0.031
