"Analista",""
"Fecha de inicio","09/01/2026 01:27 a. m.  GMT: 09/01/2026 08:27 a. m."
"Hoja de trabajo","EXP000193_24 01"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"09/01/2026","01:30:38 a. m.","PATRON",0.8957,"","mg/L",0.2
"09/01/2026","01:30:52 a. m.","BLANCO",0.0044,"","mg/L",">100"
"09/01/2026","01:31:00 a. m.","REAGENT BLANK",0.0000,"","mg/L",32.6
"09/01/2026","01:31:12 a. m.","EXP000193-001",0.2451,"","mg/L",0.5
"09/01/2026","01:31:22 a. m.","EXP000193-002",0.0768,"","mg/L",1.6
"09/01/2026","01:31:32 a. m.","EXP000193-003",0.1678,"","mg/L",0.3
"09/01/2026","01:31:38 a. m.","EXP000193-004","OVER","R","mg/L",0.0
"09/01/2026","01:31:50 a. m.","EXP000193-005",0.1502,"","mg/L",0.1
"09/01/2026","01:32:12 a. m.","PATRON",0.9053,"","mg/L",1.3
"09/01/2026","01:32:24 a. m.","EXP000193-007",0.1008,"","mg/L",2.0
"09/01/2026","01:32:34 a. m.","EXP000193-008",0.4367,"","mg/L",0.3
"09/01/2026","01:32:44 a. m.","EXP000193-009",0.2499,"","mg/L",1.3
"09/01/2026","01:32:54 a. m.","EXP000193-010",0.0031,"","mg/L",65.8
"09/01/2026","01:33:06 a. m.","EXP000193-011",0.1535,"","mg/L",0.4
"09/01/2026","01:33:16 a. m.","EXP000193-012",0.2469,"","mg/L",0.4
"09/01/2026","01:33:30 a. m.","PATRON",0.8976,"","mg/L",0.4
"09/01/2026","01:33:42 a. m.","EXP000193-013",0.2462,"","mg/L",0.8
"09/01/2026","01:33:54 a. m.","EXP000193-015",0.2795,"","mg/L",0.9
"09/01/2026","01:34:20 a. m.","EXP000193-006",0.0036,"","mg/L",18.0
"09/01/2026","01:34:20 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"09/01/2026","01:36:18 a. m.","EXP000193-004",2.2769,"","mg/L",0.9
"09/01/2026","01:36:18 a. m.","EXP000193-005","","","mg/L",""
