Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.821
Comp. Cola Columna,Untitled 000,0.994
Barren,Untitled 000,0.923
Cabeza puntual retorno,Untitled 000,1.839
Celda # 11-A,Untitled 000,0.102
Celda # 11-B,Untitled 000,0.041
Celda # 11-C,Untitled 000,0.017
Celda # 6-F2,Untitled 000,0.022
Celda #5-9,Untitled 000,0.589
Celda #(F1+F2),Untitled 000,2.183
NE Tubo 1,Untitled 000,0.015
NE Tubo 2,Untitled 000,1.717
NE Tubo 4,Untitled 000,1.669
NE Tubo 5,Untitled 000,0.435
15 LC,Untitled 000,3.37
NE Tubo 7,Untitled 000,0.303
Puntual Noroeste,Untitled 000,2.164
Barren Patios,Untitled 000,0.926
Tubo 3,Untitled 000,2.632
Especial 1,Untitled 000,0.086
Especial 2,Untitled 000,0.031
Especial 3,Untitled 000,0.1
Especial 4,Untitled 000,0.373
Especial 5,Untitled 000,0.058
