Analyst,,,,,,
Date Started,4/8/2025 3:48 AM  GMT: 4/8/2025 10:48 AM,,,,,
Worksheet,LC004181_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/8/2025,4:03:12 AM,PATRON,0.891,,mg/L,1
4/8/2025,4:03:30 AM,BLANCO,0.016,,mg/L,9.2
4/8/2025,4:03:38 AM,REAGENT BLANK,0,,mg/L,38.2
4/8/2025,4:03:56 AM,LC004181-001,0.2473,,mg/L,0.5
4/8/2025,4:04:08 AM,LC004181-002,OVER,R,mg/L,0
4/8/2025,4:04:22 AM,LC004181-003,0.3247,,mg/L,0.5
4/8/2025,4:04:36 AM,LC004181-004,0.0073,,mg/L,10.4
4/8/2025,4:04:50 AM,LC004181-005,0.07,,mg/L,2.6
4/8/2025,4:05:06 AM,LC004181-006,0.3883,,mg/L,1
4/8/2025,4:05:40 AM,LC004181-007,0.0073,,mg/L,18.8
4/8/2025,4:05:54 AM,LC004181-008,0.0067,,mg/L,20.8
4/8/2025,4:06:08 AM,LC004181-009,0.1058,,mg/L,0.5
4/8/2025,4:06:24 AM,LC004181-010,0.0523,,mg/L,1.4
4/8/2025,4:06:38 AM,LC004181-011,0.2348,,mg/L,0.2
4/8/2025,4:06:52 AM,LC004181-012,0.056,,mg/L,0.9
4/8/2025,4:09:50 AM,PATRON,0.8974,,mg/L,0.6
4/8/2025,4:10:00 AM,PATRON,0.8964,,mg/L,0.6
4/8/2025,4:10:14 AM,LC004181-013,0.1064,,mg/L,0.6
4/8/2025,4:10:28 AM,LC004181-014,0.1683,,mg/L,1.7
4/8/2025,4:10:54 AM,LC004181-016,0.4158,,mg/L,1.3
4/8/2025,4:11:08 AM,LC004181-017,0.0275,,mg/L,1.8
4/8/2025,4:11:28 AM,LC004181-018,0.0811,,mg/L,0.2
4/8/2025,4:11:44 AM,PATRON,0.9013,,mg/L,0.5
4/8/2025,4:11:58 AM,LC004181-019,0.1544,,mg/L,0.9
4/8/2025,4:12:12 AM,LC004181-020,0.193,,mg/L,0.4
4/8/2025,4:12:26 AM,LC004181-021,0.0945,,mg/L,2.6
4/8/2025,4:12:38 AM,LC004181-022,0.0113,,mg/L,5.2
4/8/2025,4:12:52 AM,LC004181-023,0.131,,mg/L,1.3
4/8/2025,4:13:06 AM,PATRON,0.9071,,mg/L,0.6
4/8/2025,4:15:22 AM,LC004181-015,0.9396,,mg/L,0.5
4/8/2025,4:21:58 AM,BLANCO,0.0117,,mg/L,43.9
4/8/2025,4:22:08 AM,REAGENT BLANK,0,,mg/L,36.4
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
,,,,,,
,,,,,,
4/8/2025,4:17:24 AM,LC004181-002,2.4696,,mg/L,0.2
4/8/2025,4:17:26 AM,LC004181-003,,,mg/L,
