Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.479
Cabeza puntual retorno,Untitled 000,0.436
Celda #(F1+F2),Untitled 000,0.455
Puntual Noroeste,Untitled 000,0.375
Tubo 3,Untitled 000,0.571
Comp. Cola Columna,Untitled 000,0.383
Barren,Untitled 000,0.413
Celda # 11-A,Untitled 000,0.155
Celda # 11-B,Untitled 000,0.371
Celda # 11-C,Untitled 000,0.028
Celda # 6-F2,Untitled 000,2.487
Celda #5-9,Untitled 000,0.068
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.088
NE Tubo 4,Untitled 000,0.468
NE Tubo 5,Untitled 000,0.163
NE Tubo 6,Untitled 000,0.089
NE Tubo 7,Untitled 000,0.326
Barren Patios,Untitled 000,0.419
Especial 1,Untitled 000,0.050
Especial 2,Untitled 000,0.033
Especial 3,Untitled 000,0.087
Especial 4,Untitled 000,0.376
Especial 5,Untitled 000,0.037
