"Analista","eve"
"Fecha de inicio","28/01/2026 09:28 p. m.  GMT: 29/01/2026 04:28 a. m."
"Hoja de trabajo","LC006245"
"Comentario",""
"Métodos","Au,Au"

"Método: Au ACIDO (Llama)"

"28/01/2026","09:48:08 p. m.","PATRON",0.9116,"","mg/L",0.3
"28/01/2026","09:48:22 p. m.","BLANCO",0.0086,"","mg/L",41.4
"28/01/2026","09:48:36 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"28/01/2026","09:48:54 p. m.","LC006245-001",0.5673,"","mg/L",0.8
"28/01/2026","09:49:12 p. m.","LC006245-002",0.3597,"","mg/L",0.9
"28/01/2026","09:49:30 p. m.","LC006245-003",1.1058,"","mg/L",0.9
"28/01/2026","09:49:50 p. m.","LC006245-004",0.0001,"","mg/L",">100"
"28/01/2026","09:50:04 p. m.","LC006245-005",1.0831,"","mg/L",0.6
"28/01/2026","09:50:24 p. m.","LC006245-006",0.5154,"","mg/L",0.2
"28/01/2026","09:50:42 p. m.","PATRON",0.9114,"","mg/L",0.7
"28/01/2026","09:51:02 p. m.","LC006245-007",1.3740,"","mg/L",0.3
"28/01/2026","09:51:22 p. m.","LC006245-008",1.0052,"","mg/L",0.3
"28/01/2026","09:51:34 p. m.","LC006245-009","OVER","R","mg/L",0.0
"28/01/2026","09:52:00 p. m.","LC006245-010",1.5409,"","mg/L",1.0
"28/01/2026","09:52:18 p. m.","LC006245-011",1.5384,"","mg/L",0.2
"28/01/2026","09:52:36 p. m.","LC006245-012",1.0552,"","mg/L",1.2
"28/01/2026","09:52:56 p. m.","PATRON",0.9054,"","mg/L",0.7
"28/01/2026","09:53:16 p. m.","LC006245-013",0.8905,"","mg/L",0.6
"28/01/2026","09:53:26 p. m.","LC006245-014","OVER","R","mg/L",0.0
"28/01/2026","09:53:42 p. m.","LC006245-015","OVER","R","mg/L",0.0
"28/01/2026","09:54:00 p. m.","LC006245-016",0.1752,"","mg/L",1.0
"28/01/2026","09:54:16 p. m.","LC006245-017",0.0047,"","mg/L",27.7
"28/01/2026","09:54:34 p. m.","PATRON",0.8957,"","mg/L",0.3
"28/01/2026","09:54:50 p. m.","BLANCO",-0.0012,"","mg/L",">100"
"28/01/2026","09:55:02 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"28/01/2026","09:55:04 p. m.","","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"28/01/2026","09:59:50 p. m.","PATRON",0.8790,"","mg/L",1.2
"28/01/2026","10:00:02 p. m.","BLANCO",-0.0171,"","mg/L",22.1
"28/01/2026","10:00:12 p. m.","REAGENT BLANK",0.0000,"","mg/L",50.8
"28/01/2026","10:00:28 p. m.","LC006245-009",3.5115,"","mg/L",0.5
"28/01/2026","10:00:44 p. m.","LC006245-014",7.3469,"","mg/L",0.7
"28/01/2026","10:01:00 p. m.","LC006245-015",5.2849,"","mg/L",0.7
"28/01/2026","10:01:00 p. m.","","","","mg/L",""
