Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.419
Cabeza puntual retorno,Untitled 000,0.411
Celda #(F1+F2),Untitled 000,0.324
Puntual Noroeste,Untitled 000,0.339
Tubo 3,Untitled 000,0.635
Comp. Cola Columna,Untitled 000,0.301
Barren,Untitled 000,0.309
Celda # 11-A,Untitled 000,0.046
Celda # 11-B,Untitled 000,0.049
Celda # 11-C,Untitled 000,0.789
Celda #5-9,Untitled 000,2.766
NE Tubo 1,Untitled 000,0.140
NE Tubo 2,Untitled 000,0.110
NE Tubo 4,Untitled 000,0.228
NE Tubo 5,Untitled 000,0.037
NE Tubo 6,Untitled 000,0.036
NE Tubo 7,Untitled 000,0.106
Barren Patios,Untitled 000,0.238
Especial 1,Untitled 000,0.778
Especial 2,Untitled 000,0.903
Especial 3,Untitled 000,0.037
Especial 4,Untitled 000,0.024
Columna #1,Untitled 000,0.294
Columna #2,Untitled 000,0.310
Columna #3,Untitled 000,0.288
Columna #4,Untitled 000,0.269
Columna #5,Untitled 000,0.249
