Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.478
Comp. Cola Columna,Untitled 000,0.27
Barren,Untitled 000,0.333
Cabeza puntual retorno,Untitled 000,0.45
Celda # 11-A,Untitled 000,0.1
Celda # 11-B,Untitled 000,0.052
Celda # 11-C,Untitled 000,0.028
Celda #5-9,Untitled 000,0.023
Celda #(F1+F2),Untitled 000,0.417
NE Tubo 1,Untitled 000,0.018
NE Tubo 2,Untitled 000,0.231
NE Tubo 4,Untitled 000,0.046
NE Tubo 5,Untitled 000,0.078
NE Tubo 6,Untitled 000,0.092
NE Tubo 7,Untitled 000,0.313
Puntual Noroeste,Untitled 000,0.346
Barren Patios,Untitled 000,0.217
Tubo 3,Untitled 000,1.09
Especial 1,Untitled 000,0.057
Especial 2,Untitled 000,0.025
Especial 3,Untitled 000,0.326
Especial 4,Untitled 000,0.441
Especial 5,Untitled 000,0.027
Columna #1,Untitled 000,0.374
Columna #2,Untitled 000,0.34
Columna #3,Untitled 000,0.3
Columna #4,Untitled 000,0.253
Columna #5,Untitled 000,0.21
