Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.269
Comp. Cola Columna,Untitled 000,0.967
Barren,Untitled 000,0.929
Cabeza puntual retorno,Untitled 000,1.219
Celda # 11-A,Untitled 000,0.510
Celda # 11-B,Untitled 000,0.080
Celda # 11-C,Untitled 000,0.034
Celda # 6-F2,Untitled 000,0.042
Celda #5-9,Untitled 000,3.141
Celda #(F1+F2),Untitled 000,1.142
NE Tubo 1,Untitled 000,0.079
NE Tubo 2,Untitled 000,0.048
NE Tubo 4,Untitled 000,0.067
NE Tubo 5,Untitled 000,0.070
NE Tubo 6,Untitled 000,0.036
NE Tubo 7,Untitled 000,0.471
Puntual Noroeste,Untitled 000,1.106
Barren Patios,Untitled 000,0.869
Tubo 3,Untitled 000,1.406
Especial 1,Untitled 000,1.894
Especial 2,Untitled 000,1.679
Especial 3,Untitled 000,0.119
Especial 4,Untitled 000,0.032
Especial 5,Untitled 000,2.041
