Analista,DESM,,,,,,,
Fecha de inicio,7/7/2022 4:39 PM  GMT: 7/7/2022 9:39 PM,,,,,,,
Hoja de trabajo,SA000025_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
Ag,PATRON,1.0216,,mg/L,0.1024,0.1025,0.1023,0.1025
Ag,BLANCO,0.0061,,mg/L,0.0006,0.0006,0.001,0.0003
Ag,BLANCO REACTIVO,0,,mg/L,0.0004,0.0013,-0.0004,0.0003
Ag,SA000025-001,0.3674,,mg/L,0.0015,0.0017,0.0013,0.0015
Ag,SA000025-002,0.287,,mg/L,0.0012,0.001,0.0013,0.0013
Ag,SA000025-003,0.1115,,mg/L,0.0005,0.0005,0.0005,0.0004
Ag,SA000025-004,0.371,,mg/L,0.0015,0.0015,0.0018,0.0013
Ag,SA000025-005,0.7537,,mg/L,0.0031,0.0026,0.0034,0.0034
Ag,SA000025-006,0.1121,,mg/L,0.0005,0.0011,0.0003,0
Ag,SA000025-007,0.2357,,mg/L,0.001,0.001,0.0013,0.0006
Ag,SA000025-008,0.251,,mg/L,0.001,0.0006,0.0012,0.0013
Ag,SA000025-009,24.5944,,mg/L,0.0991,0.099,0.0995,0.0987
Ag,SA000025-010,1.3339,,mg/L,0.0055,0.005,0.0056,0.0059
Ag,PATRON,1.0138,,mg/L,0.1016,0.1021,0.1014,0.1015
Ag,BLANCO,-0.006,,mg/L,-0.0006,-0.0003,-0.0007,-0.0008
Ag,BLANCO REACTIVO,0,,mg/L,0.0002,0.0005,-0.0002,0.0004
Ag,SA000025-011,0.8294,,mg/L,0.0034,0.0037,0.0031,0.0034
Ag,SA000025-012,0.6534,,mg/L,0.0027,0.0031,0.0021,0.0029
Ag,SA000025-013,-0.0602,,mg/L,-0.0002,-0.0001,-0.0003,-0.0003
Ag,SA000025-014,0.0679,,mg/L,0.0003,0.0005,0.0002,0.0002
Ag,SA000025-015,-0.027,,mg/L,-0.0001,-0.0002,-0.0005,0.0003
Ag,SA000025-016,0.4179,,mg/L,0.0017,0.0016,0.0018,0.0018
Ag,SA000025-017,0.5734,,mg/L,0.0024,0.0031,0.0023,0.0017
Ag,SA000025-018,0.9362,,mg/L,0.0039,0.0035,0.0044,0.0037
Ag,SA000025-019,0.7292,,mg/L,0.003,0.0031,0.0034,0.0026
Ag,SA000025-020,1.3454,,mg/L,0.0055,0.0055,0.0059,0.0053
Ag,PATRON,1.0232,,mg/L,0.1026,0.1037,0.1021,0.1019
Ag,BLANCO,-0.0013,,mg/L,-0.0001,-0.0003,-0.0003,0.0002
Ag,BLANCO REACTIVO,0,,mg/L,0.0002,0.0007,0.0005,-0.0004
Ag,SA000025-021,-0.0319,,mg/L,-0.0001,-0.0006,0.0004,-0.0003
Ag,SA000025-022,1.1118,,mg/L,0.0046,0.0056,0.0039,0.0042
Ag,SA000025-023,0.5417,,mg/L,0.0022,0.0022,0.0023,0.0022
Ag,SA000025-024,-0.0453,,mg/L,-0.0002,-0.0001,-0.0004,0
Ag,PATRON,1.0102,,mg/L,0.1013,0.104,0.1,0.0999
Ag,BLANCO,0.0006,,mg/L,0.0001,-0.0004,0.0002,0.0004
Ag,BLANCO REACTIVO,0,,mg/L,-0.0005,-0.0001,-0.0002,-0.0012
