"Analyst",""
"Date Started","8/4/2025 7:40 AM  GMT: 8/4/2025 2:40 PM"
"Worksheet","LC005097_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"8/4/2025","8:05:10 AM","BLANCO",0.0126,"","mg/L",43.6
"8/4/2025","8:05:22 AM","REAGENT BLANK",0.0000,"","mg/L",36.9
"8/4/2025","8:06:00 AM","PATRON",0.9132,"","mg/L",0.9
"8/4/2025","8:06:36 AM","LC005097-001",0.1147,"","mg/L",4.1
"8/4/2025","8:07:10 AM","LC005097-003",0.0847,"","mg/L",3.8
"8/4/2025","8:07:26 AM","LC005097-004",0.1371,"","mg/L",1.6
"8/4/2025","8:07:44 AM","LC005097-005",0.1449,"","mg/L",1.7
"8/4/2025","8:08:00 AM","LC005097-006",-0.0084,"","mg/L",57.0
"8/4/2025","8:08:16 AM","PATRON",0.8982,"","mg/L",0.7
"8/4/2025","8:08:34 AM","LC005097-007",0.1301,"","mg/L",6.7
"8/4/2025","8:08:52 AM","LC005097-008","OVER","R","mg/L",0.0
"8/4/2025","8:09:08 AM","LC005097-009",0.5320,"","mg/L",1.1
"8/4/2025","8:09:24 AM","LC005097-010",0.1722,"","mg/L",3.4
"8/4/2025","8:09:38 AM","LC005097-011",0.0834,"","mg/L",3.6
"8/4/2025","8:09:54 AM","LC005097-012",0.0031,"","mg/L",">100"
"8/4/2025","8:10:06 AM","PATRON",0.9058,"","mg/L",2.3
"8/4/2025","8:10:22 AM","LC005097-013",0.1065,"","mg/L",3.4
"8/4/2025","8:10:38 AM","LC005097-014",0.0905,"","mg/L",2.7
"8/4/2025","8:10:54 AM","LC005097-015",0.0755,"","mg/L",4.5
"8/4/2025","8:11:10 AM","LC005097-016",0.4591,"","mg/L",1.0
"8/4/2025","8:11:26 AM","LC005097-017",0.0644,"","mg/L",12.0
"8/4/2025","8:11:42 AM","LC005097-018",0.5019,"","mg/L",0.9
"8/4/2025","8:11:56 AM","PATRON",0.9204,"","mg/L",0.2
"8/4/2025","8:12:10 AM","LC005097-019",0.4758,"","mg/L",1.2
"8/4/2025","8:12:26 AM","LC005097-020",-0.0008,"","mg/L",">100"
"8/4/2025","8:12:40 AM","PATRON",0.9224,"","mg/L",1.3
"8/4/2025","8:12:54 AM","BLANCO",0.0165,"","mg/L",30.3
"8/4/2025","8:13:04 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"8/4/2025","8:14:22 AM","LC005097-002",0.1554,"","mg/L",43.6
"8/4/2025","8:14:22 AM","LC000907-024","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"8/4/2025","8:17:24 AM","LC005097-008",2.3567,"","mg/L",0.8
"8/4/2025","8:17:24 AM","LC000907-024","","","mg/L",""
