Analyst,,,,,,
Date Started,10/17/2025 1:12 AM  GMT: 10/17/2025 8:12 AM,,,,,
Worksheet,LC005582_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
10/17/2025,1:53:16 AM,PATRON,0.9043,,mg/L,0.9
10/17/2025,1:53:28 AM,BLANCO,0.0042,,mg/L,74.5
10/17/2025,1:53:38 AM,REAGENT BLANK,0,,mg/L,66.1
10/17/2025,1:54:12 AM,LC005582-001,0.0971,,mg/L,0.6
10/17/2025,1:54:28 AM,LC005582-002,0.443,,mg/L,0.3
10/17/2025,1:54:44 AM,LC005582-003,0.3766,,mg/L,1
10/17/2025,1:54:56 AM,LC005582-004,0.3714,,mg/L,0.9
10/17/2025,1:55:08 AM,LC005582-005,0.0006,,mg/L,>100
10/17/2025,1:55:22 AM,LC005582-006,0.5136,,mg/L,1.2
10/17/2025,1:55:36 AM,PATRON,0.902,,mg/L,0.6
10/17/2025,1:55:56 AM,LC005582-007,0.0934,,mg/L,0.3
10/17/2025,1:56:12 AM,LC005582-008,0.0672,,mg/L,2.4
10/17/2025,1:56:26 AM,LC005582-009,0.0332,,mg/L,1.6
10/17/2025,1:56:40 AM,LC005582-010,0.2197,,mg/L,1.1
10/17/2025,1:56:56 AM,LC005582-011,0.0257,,mg/L,5.9
10/17/2025,1:57:12 AM,LC005582-012,0.05,,mg/L,2.6
10/17/2025,1:57:24 AM,PATRON,0.9124,,mg/L,0.3
10/17/2025,1:57:38 AM,LC005582-013,0.003,,mg/L,49.9
10/17/2025,1:57:50 AM,LC005582-014,0.0922,,mg/L,2.1
10/17/2025,1:58:02 AM,LC005582-015,0.2279,,mg/L,0.5
10/17/2025,1:58:16 AM,LC005582-016,0.3078,,mg/L,0.6
10/17/2025,1:58:30 AM,LC005582-017,0.0872,,mg/L,0.9
10/17/2025,1:58:44 AM,LC005582-018,0.0549,,mg/L,3
10/17/2025,1:59:00 AM,PATRON,0.9115,,mg/L,0.9
10/17/2025,1:59:16 AM,LC005582-019,0.0603,,mg/L,1.1
10/17/2025,1:59:30 AM,LC005582-020,0.1585,,mg/L,1.7
10/17/2025,1:59:44 AM,LC005582-021,0.1022,,mg/L,0.9
10/17/2025,1:59:56 AM,LC005582-022,0.0052,,mg/L,19.1
10/17/2025,2:00:10 AM,LC005582-023,0.0064,,mg/L,5.6
10/17/2025,2:00:24 AM,LC005582-024,0.118,,mg/L,0.8
10/17/2025,2:00:46 AM,PATRON,0.9233,,mg/L,0.2
10/17/2025,2:01:14 AM,PATRON,0.8968,,mg/L,0.6
10/17/2025,2:01:24 AM,BLANCO,0.007,,mg/L,65.4
10/17/2025,2:01:38 AM,REAGENT BLANK,0,,mg/L,28.7
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
