Analista,,,,,,
Fecha de inicio,09/11/2025 02:59 a. m.  GMT: 09/11/2025 09:59 a. m.,,,,,
Hoja de trabajo,LC005744_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
09/11/2025,03:24:32 a. m.,PATRON,0.9191,,mg/L,0
09/11/2025,03:24:46 a. m.,BLANCO,-0.0036,,mg/L,>100
09/11/2025,03:24:54 a. m.,REAGENT BLANK,0,,mg/L,58.6
09/11/2025,03:25:24 a. m.,LC005744-001,0.6091,,mg/L,0.6
09/11/2025,03:25:36 a. m.,LC005744-002,0.3203,,mg/L,0.9
09/11/2025,03:25:50 a. m.,LC005744-003,0.502,,mg/L,0.3
09/11/2025,03:26:02 a. m.,LC005744-004,0.4855,,mg/L,0.7
09/11/2025,03:26:16 a. m.,LC005744-005,0.0042,,mg/L,11.3
09/11/2025,03:26:28 a. m.,LC005744-006,0.0108,,mg/L,8.9
09/11/2025,03:27:40 a. m.,PATRON,0.9233,,mg/L,0.9
09/11/2025,03:27:56 a. m.,LC005744-007,0.7142,,mg/L,0.6
09/11/2025,03:28:10 a. m.,LC005744-008,0.1439,,mg/L,0.4
09/11/2025,03:28:26 a. m.,LC005744-009,0.35,,mg/L,0.5
09/11/2025,03:28:40 a. m.,LC005744-010,0.9217,,mg/L,0.2
09/11/2025,03:28:56 a. m.,LC005744-011,1.0925,,mg/L,0.2
09/11/2025,03:29:10 a. m.,PATRON,0.9255,,mg/L,0.5
09/11/2025,03:29:24 a. m.,BLANCO,0.0076,,mg/L,19.7
09/11/2025,03:29:34 a. m.,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
