Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.940
Cabeza puntual retorno,Untitled 000,0.951
Celda #(F1+F2),Untitled 000,0.440
Puntual Noroeste,Untitled 000,0.417
Tubo 3,Untitled 000,0.557
Comp. Cola Columna,Untitled 000,0.460
Barren,Untitled 000,0.479
Celda # 11-A,Untitled 000,1.276
Celda # 11-B,Untitled 000,0.083
Celda # 11-C,Untitled 000,0.033
Celda #5-9,Untitled 000,1.216
NE Tubo 1,Untitled 000,0.047
NE Tubo 2,Untitled 000,0.363
NE Tubo 4,Untitled 000,0.291
NE Tubo 5,Untitled 000,0.057
NE Tubo 7,Untitled 000,0.244
NE Tubo 6,Untitled 000,0.179
Barren Patios,Untitled 000,0.423
Especial 1,Untitled 000,5.408
Especial 2,Untitled 000,0.149
Especial 3,Untitled 000,1.953
Especial 4,Untitled 000,4.068
Especial 5,Untitled 000,0.997
Columna #1,Untitled 000,0.843
Columna #2,Untitled 000,0.717
Columna #3,Untitled 000,0.651
Columna #4,Untitled 000,0.563
Columna #5,Untitled 000,0.457
