Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.389
Cabeza puntual retorno,Untitled 000,0.391
Celda #(F1+F2),Untitled 000,0.412
Puntual Noroeste,Untitled 000,0.461
Tubo 3,Untitled 000,0.36
NE Tubo 2,Untitled 000,0.379
NE Tubo 4,Untitled 000,0.553
Especial 1,Untitled 000,0.044
Especial 2,Untitled 000,0.043
Especial 3,Untitled 000,0.04
Especial 4,Untitled 000,0.04
Especial 5,Untitled 000,0.025
Comp. Cola Columna,Untitled 000,0.332
Barren,Untitled 000,0.354
Barren Patios,Untitled 000,0.373
NE Tubo 1,Untitled 000,0.101
NE Tubo 5,Untitled 000,0.23
NE Tubo 6,Untitled 000,0.175
NE Tubo 7,Untitled 000,0.727
Celda # 11-A,Untitled 000,0.043
Celda # 11-B,Untitled 000,0.062
Celda # 11-C,Untitled 000,0.023
Celda # 6-F2,Untitled 000,0.107
Celda #5-9,Untitled 000,0.021
