Analyst,,,,,,
Date Started,8/25/2025 7:52 PM  GMT: 8/26/2025 2:52 AM,,,,,
Worksheet,LC005222_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/25/2025,8:00:04 PM,PATRON,0.9114,,mg/L,0.7
8/25/2025,8:00:22 PM,BLANCO,0.0082,,mg/L,55.7
8/25/2025,8:00:32 PM,REAGENT BLANK,0,,mg/L,>100
8/25/2025,8:01:00 PM,LC005222-001,0.1895,,mg/L,0.7
8/25/2025,8:01:14 PM,LC005222-002,0.0412,,mg/L,4.3
8/25/2025,8:01:28 PM,LC005222-003,0.092,,mg/L,1.5
8/25/2025,8:01:42 PM,LC005222-004,0.1988,,mg/L,0.3
8/25/2025,8:01:56 PM,LC005222-005,0.0043,,mg/L,9.1
8/25/2025,8:02:10 PM,LC005222-006,0.0054,,mg/L,18.9
8/25/2025,8:02:30 PM,PATRON,0.8988,,mg/L,1.1
8/25/2025,8:02:46 PM,LC005222-007,0.1139,,mg/L,0.3
8/25/2025,8:03:00 PM,LC005222-008,0.0324,,mg/L,2.9
8/25/2025,8:03:14 PM,LC005222-009,0.2069,,mg/L,0.4
8/25/2025,8:03:34 PM,LC005222-010,0.2791,,mg/L,0.9
8/25/2025,8:03:48 PM,LC005222-011,0.2948,,mg/L,0.7
8/25/2025,8:04:04 PM,LC005222-012,0.5576,,mg/L,0.5
8/25/2025,8:04:20 PM,PATRON,0.8823,,mg/L,1.1
8/25/2025,8:04:38 PM,LC005222-013,0.3159,,mg/L,0.8
8/25/2025,8:04:52 PM,LC005222-014,0.0609,,mg/L,2.9
8/25/2025,8:05:06 PM,LC005222-015,0.054,,mg/L,2.1
8/25/2025,8:05:20 PM,LC005222-016,0.0491,,mg/L,1.3
8/25/2025,8:05:34 PM,LC005222-017,0.3078,,mg/L,0.9
8/25/2025,8:05:48 PM,LC005222-018,0.4634,,mg/L,0.7
8/25/2025,8:06:02 PM,PATRON,0.8812,,mg/L,0.8
8/25/2025,8:06:12 PM,PATRON,0.885,,mg/L,0.7
8/25/2025,8:06:38 PM,BLANCO,-0.0015,,mg/L,>100
8/25/2025,8:06:48 PM,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
