Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.065
Cabeza puntual retorno,Au 242.80,0.062
Celda #(F1+F2),Au 242.80,0.050
Puntual Noroeste,Au 242.80,0.046
Tubo 3,Au 242.80,0.058
Celda #5-9,Au 242.80,0.264
Comp. Cola Columna,Au 242.80,0.001
Barren,Au 242.80,0.001
Celda # 11-A,Au 242.80,0.033
Celda # 11-B,Au 242.80,0.032
Celda # 11-C,Au 242.80,0.122
Celda # 6-F2,Au 242.80,0.045
NE Tubo 1,Au 242.80,0.042
NE Tubo 2,Au 242.80,0.029
NE Tubo 4,Au 242.80,0.031
NE Tubo 5,Au 242.80,0.022
NE Tubo 6,Au 242.80,0.056
NE Tubo 7,Au 242.80,0.048
Barren Patios,Au 242.80,0.014
Especial 1,Au 242.80,0.145
Especial 3,Au 242.80,0.008
Especial 5,Au 242.80,0.103
Especial 4,Au 242.80,0.022
Especial 2,Au 242.80,0.130
