Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.054
Comp. Cola Columna,Untitled 000,1.658
Barren,Untitled 000,1.739
Cabeza puntual retorno,Untitled 000,1.975
Celda # 11-A,Untitled 000,0.575
Celda # 11-B,Untitled 000,0.046
Celda # 11-C,Untitled 000,0.892
Celda # 6-F2,Untitled 000,0.039
Celda #5-9,Untitled 000,0.86
Celda #(F1+F2),Untitled 000,1.959
NE Tubo 1,Untitled 000,0.049
NE Tubo 2,Untitled 000,0.374
NE Tubo 4,Untitled 000,2.682
NE Tubo 5,Untitled 000,2.926
NE Tubo 6,Untitled 000,1.241
NE Tubo 7,Untitled 000,1.295
Barren Patios,Untitled 000,1.618
Tubo 3,Untitled 000,2.371
Especial 1,Untitled 000,0.06
Especial 2,Untitled 000,0.041
Especial 3,Untitled 000,0.871
Especial 4,Untitled 000,1.923
Especial 5,Untitled 000,0.074
Especial 6,Untitled 000,0.02
