Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.533
Comp. Cola Columna,Untitled 000,0.588
Barren,Untitled 000,0.574
Cabeza puntual retorno,Untitled 000,1.58
Celda # 11-A,Untitled 000,0.082
Celda # 11-B,Untitled 000,8.71
Celda # 11-C,Untitled 000,5.805
Celda # 6-F2,Untitled 000,6.574
Celda #5-9,Untitled 000,0.113
Celda #(F1+F2),Untitled 000,1.631
NE Tubo 1,Untitled 000,5.543
NE Tubo 2,Untitled 000,0.647
NE Tubo 4,Untitled 000,1.115
NE Tubo 5,Untitled 000,0.319
NE Tubo 6,Untitled 000,0.175
NE Tubo 7,Untitled 000,1.468
Puntual Noroeste,Untitled 000,1.316
Barren Patios,Untitled 000,0.576
Tubo 3,Untitled 000,2.079
Especial 1,Untitled 000,0.093
Especial 2,Untitled 000,0.022
Especial 3,Untitled 000,0.103
Especial 4,Untitled 000,0.066
Especial 5,Untitled 000,0.022
Especial 6,Untitled 000,0.009
