"Analista",""
"Fecha de inicio","10/24/2023 12:43 AM  GMT: 10/24/2023 7:43 AM"
"Hoja de trabajo","LC001472_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"10/24/2023","12:54:06 AM","PATRON",0.8727,"","mg/L"
"10/24/2023","12:54:26 AM","BLANCO",0.0061,"","mg/L"
"10/24/2023","12:54:34 AM","BLANCO REACTIVO REAG",0.0064,"","mg/L"
"10/24/2023","12:54:48 AM","LC001472-001",0.0818,"","mg/L"
"10/24/2023","12:55:08 AM","LC001472-002",0.6217,"","mg/L"
"10/24/2023","12:55:26 AM","LC001472-003",0.4983,"","mg/L"
"10/24/2023","12:55:38 AM","LC001472-004","OVER","R","mg/L"
"10/24/2023","12:58:38 AM","PATRON",0.8927,"","mg/L"
"10/24/2023","12:59:08 AM","LC001472-005",1.1232,"","mg/L"
"10/24/2023","12:59:26 AM","LC001472-006",1.2973,"","mg/L"
"10/24/2023","12:59:38 AM","LC001472-007","OVER","R","mg/L"
"10/24/2023","12:59:52 AM","LC001472-008","OVER","R","mg/L"
"10/24/2023","1:00:06 AM","LC001472-009",0.0135,"","mg/L"
"10/24/2023","1:00:42 AM","LC001472-010",0.0142,"","mg/L"
"10/24/2023","1:01:00 AM","LC001472-011",0.9117,"","mg/L"
"10/24/2023","1:01:12 AM","LC001472-012","OVER","R","mg/L"
"10/24/2023","1:01:30 AM","PATRON",0.9135,"","mg/L"
"10/24/2023","1:01:44 AM","LC001472-013","OVER","R","mg/L"
"10/24/2023","1:02:00 AM","LC001472-014",0.9129,"","mg/L"
"10/24/2023","1:02:16 AM","LC001472-015",0.4471,"","mg/L"
"10/24/2023","1:02:34 AM","LC001472-016",0.1254,"","mg/L"
"10/24/2023","1:02:52 AM","LC001472-017",0.1404,"","mg/L"
"10/24/2023","1:03:12 AM","LC001472-018",0.0703,"","mg/L"
"10/24/2023","1:03:46 AM","LC001472-019",0.0580,"","mg/L"
"10/24/2023","1:04:02 AM","LC001472-020",0.0171,"","mg/L"
"10/24/2023","1:04:18 AM","LC001472-021",0.1039,"","mg/L"
"10/24/2023","1:04:34 AM","LC001472-022",0.0425,"","mg/L"
"10/24/2023","1:04:52 AM","LC001472-023",0.0098,"","mg/L"
"10/24/2023","1:05:24 AM","PATRON",0.9191,"","mg/L"
"10/24/2023","1:05:42 AM","BLANCO",0.0325,"","mg/L"
"10/24/2023","1:05:52 AM","BLANCO REACTIVO REAG",0.0599,"","mg/L"
"10/24/2023","1:05:52 AM","Muestra 034","","","mg/L"
"10/24/2023","3:33:16 AM","PATRON",0.8841,"","mg/L"
"10/24/2023","3:33:40 AM","LC001472-024",0.1271,"","mg/L"

"Método: Au AU ALTO (Llama)"


"10/24/2023","1:09:34 AM","LC001472-004",2.0174,"","mg/L"
"10/24/2023","1:10:14 AM","LC001472-007",4.6870,"","mg/L"
"10/24/2023","1:10:30 AM","LC001472-008",1.6412,"","mg/L"
"10/24/2023","1:10:50 AM","LC001472-012",1.9002,"","mg/L"
"10/24/2023","1:11:10 AM","LC001472-013",1.9127,"","mg/L"
"10/24/2023","1:11:10 AM","Muestra 034","","","mg/L"
