Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.279
Comp. Cola Columna,Untitled 000,0.233
Barren,Untitled 000,0.290
Cabeza puntual retorno,Untitled 000,0.275
Celda # 11-A,Untitled 000,0.234
Celda # 11-B,Untitled 000,0.208
Celda # 11-C,Untitled 000,0.032
Celda # 6-F2,Untitled 000,0.032
Celda #5-9,Untitled 000,0.192
Celda #(F1+F2),Untitled 000,0.225
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.149
NE Tubo 4,Untitled 000,0.136
NE Tubo 5,Untitled 000,0.081
NE Tubo 6,Untitled 000,0.028
NE Tubo 7,Untitled 000,0.325
Puntual Noroeste,Untitled 000,0.249
Barren Patios,Untitled 000,0.249
Tubo 3,Untitled 000,0.248
Especial 1,Untitled 000,0.914
Especial 2,Untitled 000,0.110
Especial 3,Untitled 000,0.052
Especial 4,Untitled 000,0.047
Especial 5,Untitled 000,0.184
Especial 6,Untitled 000,0.023
