Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.435
Cabeza puntual retorno,Untitled 000,0.429
Celda #(F1+F2),Untitled 000,0.493
Puntual Noroeste,Untitled 000,0.335
Tubo 3,Untitled 000,0.106
Comp. Cola Columna,Untitled 000,0.406
Barren,Untitled 000,0.323
Celda # 11-A,Untitled 000,0.052
Celda # 11-B,Untitled 000,0.094
Celda # 11-C,Untitled 000,0.039
Celda #5-9,Untitled 000,0.026
NE Tubo 1,Untitled 000,2.506
NE Tubo 2,Untitled 000,0.847
NE Tubo 4,Untitled 000,0.066
NE Tubo 5,Untitled 000,0.116
NE Tubo 6,Untitled 000,0.427
NE Tubo 7,Untitled 000,0.173
Barren Patios,Untitled 000,0.267
Especial 1,Untitled 000,0.032
Especial 2,Untitled 000,0.027
Especial 3,Untitled 000,0.038
Especial 4,Untitled 000,0.035
Especial 5,Untitled 000,0.123
Columna #1,Untitled 000,0.356
Columna #2,Untitled 000,0.348
Columna #3,Untitled 000,0.336
Columna #4,Untitled 000,0.318
Columna #5,Untitled 000,0.205
