Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.051
Cabeza puntual retorno,Au 242.80,0.051
Celda #(F1+F2),Au 242.80,0.054
Puntual Noroeste,Au 242.80,0.056
Tubo 3,Au 242.80,0.082
Comp. Cola Columna,Au 242.80,0.010
Barren,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.023
Celda # 11-B,Au 242.80,0.045
Celda # 11-C,Au 242.80,0.079
Celda # 6-F2,Au 242.80,0.056
Celda #5-9,Au 242.80,0.034
NE Tubo 1,Au 242.80,0.009
NE Tubo 2,Au 242.80,0.049
NE Tubo 4,Au 242.80,0.010
NE Tubo 5,Au 242.80,0.023
NE Tubo 6,Au 242.80,0.013
NE Tubo 7,Au 242.80,0.032
Barren Patios,Au 242.80,0.003
Especial 1,Au 242.80,0.064
Especial 2,Au 242.80,0.069
Especial 3,Au 242.80,0.008
Especial 4,Au 242.80,0.003
Especial 5,Au 242.80,0.113
