Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.935
Comp. Cola Columna,Untitled 000,0.358
Barren,Untitled 000,0.371
Cabeza puntual retorno,Untitled 000,0.92
Celda # 11-A,Untitled 000,0.09
Celda # 11-B,Untitled 000,0.066
Celda # 11-C,Untitled 000,0.039
Celda #5-9,Untitled 000,0.035
Celda #(F1+F2),Untitled 000,0.948
NE Tubo 1,Untitled 000,0.026
NE Tubo 2,Untitled 000,0.502
NE Tubo 4,Untitled 000,0.85
NE Tubo 5,Untitled 000,0.45
NE Tubo 6,Untitled 000,0.295
NE Tubo 7,Untitled 000,0.993
Puntual Noroeste,Untitled 000,0.967
Barren Patios,Untitled 000,0.353
Tubo 3,Untitled 000,1.459
Especial 1,Untitled 000,0.057
Especial 2,Untitled 000,0.048
Especial 3,Untitled 000,0.124
Especial 4,Untitled 000,0.201
Especial 5,Untitled 000,0.049
Columna #1,Untitled 000,0.802
Columna #2,Untitled 000,0.677
Columna #3,Untitled 000,0.593
Columna #4,Untitled 000,0.41
Columna #5,Untitled 000,0.358
