Analista,,,,,,
Fecha de inicio,01/12/2025 02:17 a. m.  GMT: 01/12/2025 09:17 a. m.,,,,,
Hoja de trabajo,LC005903_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
01/12/2025,02:57:04 a. m.,PATRON,0.9063,,mg/L,0.7
01/12/2025,02:57:16 a. m.,BLANCO,0.0152,,mg/L,31.2
01/12/2025,02:57:26 a. m.,REAGENT BLANK,0,,mg/L,26
01/12/2025,02:57:40 a. m.,LC005903-001,0.0883,,mg/L,0.9
01/12/2025,02:57:54 a. m.,LC005903-002,0.0816,,mg/L,1
01/12/2025,02:58:08 a. m.,LC005903-003,0.0028,,mg/L,42.6
01/12/2025,02:58:20 a. m.,LC005903-004,0.0044,,mg/L,10.9
01/12/2025,02:58:34 a. m.,LC005903-005,0.1234,,mg/L,0.3
01/12/2025,02:59:02 a. m.,PATRON,0.8907,,mg/L,0.4
01/12/2025,02:59:12 a. m.,PATRON,0.8968,,mg/L,0.7
01/12/2025,02:59:24 a. m.,BLANCO,0.0008,,mg/L,>100
01/12/2025,02:59:34 a. m.,REAGENT BLANK,0,,mg/L,58.8
01/12/2025,03:02:14 a. m.,LC005903-006,0.4388,,mg/L,43
01/12/2025,03:02:14 a. m.,1,,,mg/L,
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
