"Analyst",""
"Date Started","7/18/2025 11:17 PM  GMT: 7/19/2025 6:17 AM"
"Worksheet","LC004977"
"Comment",""
"Methods","Au,Au"

"Method: Au ACIDO (Flame)"

"7/18/2025","11:39:32 PM","PATRON",0.8873,"","mg/L",0.2
"7/18/2025","11:39:46 PM","BLANCO",-0.0004,"","mg/L",">100"
"7/18/2025","11:40:00 PM","REAGENT BLANK",0.0000,"","mg/L",">100"
"7/18/2025","11:40:12 PM","LC004977-001","OVER","R","mg/L",0.0
"7/18/2025","11:40:26 PM","LC004977-002",0.2028,"","mg/L",0.2
"7/18/2025","11:40:40 PM","LC004977-003",0.0306,"","mg/L",2.0
"7/18/2025","11:40:54 PM","LC004977-004",0.0273,"","mg/L",4.0
"7/18/2025","11:41:10 PM","LC004977-005",0.0477,"","mg/L",2.1
"7/18/2025","11:41:28 PM","LC004977-006",0.1437,"","mg/L",0.9
"7/18/2025","11:41:40 PM","PATRON",0.8907,"","mg/L",0.9
"7/18/2025","11:41:58 PM","LC004977-007",0.0952,"","mg/L",1.2
"7/18/2025","11:42:16 PM","LC004977-008",0.0731,"","mg/L",0.7
"7/18/2025","11:42:32 PM","LC004977-009",0.0772,"","mg/L",0.7
"7/18/2025","11:42:46 PM","LC004977-010",0.0403,"","mg/L",3.3
"7/18/2025","11:43:02 PM","LC004977-011",0.0370,"","mg/L",1.8
"7/18/2025","11:43:16 PM","LC004977-012",0.0209,"","mg/L",5.6
"7/18/2025","11:43:30 PM","PATRON",0.8821,"","mg/L",1.0
"7/18/2025","11:43:44 PM","LC004977-013",0.0442,"","mg/L",0.7
"7/18/2025","11:43:58 PM","LC004977-014",0.0324,"","mg/L",5.7
"7/18/2025","11:44:12 PM","LC004977-015",0.0356,"","mg/L",0.6
"7/18/2025","11:44:28 PM","LC004977-016",0.0018,"","mg/L",9.5
"7/18/2025","11:44:54 PM","LC004977-017",0.0023,"","mg/L",30.7
"7/18/2025","11:45:08 PM","LC004977-018",0.0700,"","mg/L",2.4
"7/18/2025","11:45:26 PM","PATRON",0.8813,"","mg/L",0.6
"7/18/2025","11:45:44 PM","LC004977-019",0.1247,"","mg/L",1.1
"7/18/2025","11:45:58 PM","LC004977-020",0.0864,"","mg/L",0.5
"7/18/2025","11:46:12 PM","LC004977-021",0.1153,"","mg/L",1.9
"7/18/2025","11:46:32 PM","PATRON",0.8839,"","mg/L",0.8
"7/18/2025","11:46:48 PM","BLANCO",-0.0030,"","mg/L",">100"
"7/18/2025","11:46:58 PM","REAGENT BLANK",0.0000,"","mg/L",">100"
"7/18/2025","11:46:58 PM","BLANCO","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"7/18/2025","11:50:18 PM","LC004977-001",1.7050,"","mg/L",0.4
"7/18/2025","11:50:18 PM","BLANCO","","","mg/L",""
