"Analista",""
"Fecha de inicio","09/12/2025 12:45 p. m.  GMT: 09/12/2025 07:45 p. m."
"Hoja de trabajo","EXP000168_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"09/12/2025","12:48:14 p. m.","PATRON",0.9205,"","mg/L",0.4
"09/12/2025","12:48:26 p. m.","BLANCO",0.0010,"","mg/L",">100"
"09/12/2025","12:48:38 p. m.","REAGENT BLANK",0.0000,"","mg/L",40.6
"09/12/2025","12:48:50 p. m.","EXP000168-001",0.0630,"","mg/L",2.1
"09/12/2025","12:48:58 p. m.","EXP000168-002",0.1399,"","mg/L",1.0
"09/12/2025","12:49:10 p. m.","EXP000168-003",0.1306,"","mg/L",2.0
"09/12/2025","12:49:18 p. m.","EXP000168-004",0.0680,"","mg/L",0.9
"09/12/2025","12:49:28 p. m.","EXP000168-005",0.1010,"","mg/L",2.0
"09/12/2025","12:49:38 p. m.","EXP000168-006",0.3084,"","mg/L",0.5
"09/12/2025","12:49:50 p. m.","PATRON",0.9098,"","mg/L",0.4
"09/12/2025","12:50:00 p. m.","EXP000168-007",0.1540,"","mg/L",1.1
"09/12/2025","12:50:10 p. m.","EXP000168-008",0.0910,"","mg/L",0.6
"09/12/2025","12:50:18 p. m.","EXP000168-009",0.0029,"","mg/L",84.0
"09/12/2025","12:50:28 p. m.","EXP000168-010",0.0029,"","mg/L",27.6
"09/12/2025","12:50:50 p. m.","EXP000168-012",0.2732,"","mg/L",0.4
"09/12/2025","12:51:12 p. m.","EXP000168-011",0.2687,"","mg/L",0.9
"09/12/2025","12:51:22 p. m.","PATRON",0.9165,"","mg/L",0.2
"09/12/2025","12:51:34 p. m.","EXP000168-013",0.3057,"","mg/L",1.4
"09/12/2025","12:51:42 p. m.","EXP000168-014",0.3828,"","mg/L",0.6
"09/12/2025","12:51:52 p. m.","EXP000168-015",0.1850,"","mg/L",1.6
"09/12/2025","12:52:02 p. m.","EXP000168-016",0.1696,"","mg/L",0.7
"09/12/2025","12:52:10 p. m.","EXP000168-017",0.1504,"","mg/L",1.9
"09/12/2025","12:52:20 p. m.","EXP000168-018",0.1447,"","mg/L",0.3
"09/12/2025","12:52:32 p. m.","PATRON",0.9098,"","mg/L",0.4
"09/12/2025","12:52:42 p. m.","EXP000168-019",0.1204,"","mg/L",0.2
"09/12/2025","12:52:42 p. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

