Analyst,,,,,,
Date Started,3/9/2025 10:56 PM  GMT: 3/10/2025 5:56 AM,,,,,
Worksheet,LC003949_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/9/2025,11:14:34 PM,PATRON,0.879,,mg/L,0.5
3/9/2025,11:14:48 PM,BLANCO,0.0032,,mg/L,>100
3/9/2025,11:14:58 PM,REAGENT BLANK,0,,mg/L,38.6
3/9/2025,11:15:12 PM,LC003949-001,0.1965,,mg/L,0.6
3/9/2025,11:15:26 PM,LC003949-002,0.0896,,mg/L,1.8
3/9/2025,11:15:40 PM,LC003949-003,0.2545,,mg/L,0.4
3/9/2025,11:15:52 PM,LC003949-004,0.0917,,mg/L,0.5
3/9/2025,11:16:08 PM,LC003949-005,0.138,,mg/L,0.9
3/9/2025,11:16:22 PM,LC003949-006,0.0999,,mg/L,1.1
3/9/2025,11:18:50 PM,PATRON,0.8776,,mg/L,0.4
3/9/2025,11:19:16 PM,LC003949-007,0.0875,,mg/L,1.1
3/9/2025,11:19:30 PM,LC003949-008,0.1972,,mg/L,1.1
3/9/2025,11:19:44 PM,LC003949-009,0.146,,mg/L,1
3/9/2025,11:19:58 PM,LC003949-010,-0.0047,,mg/L,24.1
3/9/2025,11:20:10 PM,LC003949-011,0.2626,,mg/L,0.8
3/9/2025,11:20:26 PM,LC003949-012,0.521,,mg/L,1
3/9/2025,11:23:10 PM,PATRON,0.8816,,mg/L,1
3/9/2025,11:23:34 PM,LC003949-013,0.0026,,mg/L,43.9
3/9/2025,11:23:46 PM,LC003949-014,0.278,,mg/L,0.7
3/9/2025,11:24:00 PM,LC003949-015,0.0597,,mg/L,0.3
3/9/2025,11:24:14 PM,LC003949-016,0.0673,,mg/L,1.7
3/9/2025,11:24:28 PM,LC003949-017,0.101,,mg/L,0.5
3/9/2025,11:24:42 PM,LC003949-018,0.2861,,mg/L,1.3
3/9/2025,11:29:32 PM,PATRON,0.8829,,mg/L,0.9
3/9/2025,11:29:54 PM,LC003949-019,0.2107,,mg/L,0.7
3/9/2025,11:30:08 PM,LC003949-020,0.1022,,mg/L,1.4
3/9/2025,11:30:26 PM,LC003949-021,0.1953,,mg/L,0.3
3/9/2025,11:30:40 PM,LC003949-022,0.0036,,mg/L,14.1
3/9/2025,11:30:58 PM,LC003949-023,0.1013,,mg/L,1.1
3/9/2025,11:31:12 PM,LC003949-024,0.9789,,mg/L,0.4
3/9/2025,11:33:44 PM,PATRON,0.8744,,mg/L,0.6
3/9/2025,11:33:54 PM,PATRON,0.8727,,mg/L,1.5
3/9/2025,11:34:12 PM,BLANCO,-0.0076,,mg/L,29.4
3/9/2025,11:34:22 PM,REAGENT BLANK,0,,mg/L,14
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
