Analista,,,,,,
Fecha de inicio,03/12/2025 08:58 a. m.  GMT: 03/12/2025 03:58 p. m.,,,,,
Hoja de trabajo,EXP000158_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
03/12/2025,09:19:50 a. m.,PATRON,0.8967,,mg/L,0.9
03/12/2025,09:20:04 a. m.,BLANCO,0.0029,,mg/L,>100
03/12/2025,09:20:16 a. m.,REAGENT BLANK,0,,mg/L,>100
03/12/2025,09:20:28 a. m.,EXP000158-001,0.1414,,mg/L,0.6
03/12/2025,09:20:46 a. m.,EXP000158-002,0.1618,,mg/L,1.3
03/12/2025,09:21:04 a. m.,EXP000158-003,0.0355,,mg/L,1.2
03/12/2025,09:21:18 a. m.,EXP000158-004,0.0454,,mg/L,3
03/12/2025,09:21:34 a. m.,EXP000158-005,0.6181,,mg/L,0.5
03/12/2025,09:21:50 a. m.,EXP000158-006,0.0548,,mg/L,0.9
03/12/2025,09:22:10 a. m.,PATRON,0.9252,,mg/L,0.3
03/12/2025,09:22:28 a. m.,EXP000158-007,0.2373,,mg/L,1
03/12/2025,09:22:44 a. m.,EXP000158-008,0.0568,,mg/L,1.8
03/12/2025,09:23:02 a. m.,EXP000158-009,0.3921,,mg/L,1
03/12/2025,09:23:18 a. m.,EXP000158-010,0.3946,,mg/L,0.4
03/12/2025,09:23:34 a. m.,EXP000158-011,0.4421,,mg/L,0.9
03/12/2025,09:23:52 a. m.,EXP000158-012,0.1853,,mg/L,1.5
03/12/2025,09:24:50 a. m.,PATRON,0.9222,,mg/L,0.6
03/12/2025,09:25:06 a. m.,EXP000158-013,0.6959,,mg/L,0.6
03/12/2025,09:25:24 a. m.,EXP000158-014,0.0014,,mg/L,>100
03/12/2025,09:25:40 a. m.,EXP000158-015,1.0597,,mg/L,0.2
03/12/2025,09:25:56 a. m.,EXP000158-016,0.1069,,mg/L,1.4
03/12/2025,09:26:12 a. m.,EXP000158-017,0.2191,,mg/L,0.8
03/12/2025,09:26:28 a. m.,EXP000158-018,0.3177,,mg/L,0.8
03/12/2025,09:26:46 a. m.,PATRON,0.9235,,mg/L,0.6
03/12/2025,09:27:04 a. m.,EXP000158-019,0.2648,,mg/L,0.5
03/12/2025,09:27:20 a. m.,EXP000158-020,0.2496,,mg/L,0.9
03/12/2025,09:27:38 a. m.,EXP000158-021,0.0014,,mg/L,65.2
03/12/2025,09:27:50 a. m.,EXP000158-022,0.047,,mg/L,3.5
03/12/2025,09:28:04 a. m.,EXP000158-023,0.0032,,mg/L,31.8
03/12/2025,09:28:18 a. m.,EXP000158-024,0.4451,,mg/L,0.7
03/12/2025,09:28:32 a. m.,PATRON,0.9111,,mg/L,1
03/12/2025,09:28:50 a. m.,BLANCO,0.0007,,mg/L,>100
03/12/2025,09:29:38 a. m.,REAGENT BLANK,0,,mg/L,21.1
03/12/2025,09:32:02 a. m.,REAGENT BLANK,0,,mg/L,>100
