"Analyst",""
"Date Started","9/2/2025 10:30 PM  GMT: 9/3/2025 5:30 AM"
"Worksheet","LC005278"
"Comment",""
"Methods","Au,Au"

"Method: Au ACIDO (Flame)"

"9/2/2025","10:42:42 PM","BLANCO",-0.0038,"","mg/L",37.9
"9/2/2025","10:42:56 PM","REAGENT BLANK",0.0000,"","mg/L",23.6
"9/2/2025","10:44:30 PM","PATRON",0.8763,"","mg/L",0.7
"9/2/2025","10:45:00 PM","LC005278-001",0.1039,"","mg/L",1.0
"9/2/2025","10:45:38 PM","LC005278-002",0.1195,"","mg/L",0.4
"9/2/2025","10:46:00 PM","LC005278-003",0.0942,"","mg/L",2.9
"9/2/2025","10:46:16 PM","LC005278-004",0.1817,"","mg/L",1.8
"9/2/2025","10:46:38 PM","LC005278-005",0.1875,"","mg/L",1.7
"9/2/2025","10:46:56 PM","LC005278-006",0.0049,"","mg/L",32.9
"9/2/2025","10:47:36 PM","PATRON",0.9015,"","mg/L",0.6
"9/2/2025","10:48:12 PM","LC005278-007",0.1901,"","mg/L",0.0
"9/2/2025","10:48:28 PM","LC005278-008",0.0689,"","mg/L",0.8
"9/2/2025","10:48:46 PM","LC005278-009",0.1540,"","mg/L",0.3
"9/2/2025","10:49:06 PM","LC005278-010",0.1754,"","mg/L",0.6
"9/2/2025","10:49:50 PM","LC005278-011",0.0045,"","mg/L",14.4
"9/2/2025","10:50:10 PM","LC005278-012",0.0048,"","mg/L",25.0
"9/2/2025","10:51:10 PM","PATRON",0.8855,"","mg/L",0.3
"9/2/2025","10:51:32 PM","LC005278-013","OVER","R","mg/L",0.0
"9/2/2025","10:51:50 PM","LC005278-014",0.0974,"","mg/L",2.4
"9/2/2025","10:52:06 PM","LC005278-015",0.1403,"","mg/L",0.6
"9/2/2025","10:52:20 PM","LC005278-016",0.0341,"","mg/L",3.6
"9/2/2025","10:52:38 PM","LC005278-017",0.0018,"","mg/L",87.8
"9/2/2025","10:52:54 PM","LC005278-018",0.1510,"","mg/L",0.3
"9/2/2025","10:53:36 PM","PATRON",0.8996,"","mg/L",0.6
"9/2/2025","10:53:52 PM","LC005278-019",0.2768,"","mg/L",0.8
"9/2/2025","10:54:08 PM","LC005278-020",0.2832,"","mg/L",0.9
"9/2/2025","10:54:24 PM","LC005278-021",0.1094,"","mg/L",0.8
"9/2/2025","10:54:42 PM","LC005278-022",0.4399,"","mg/L",0.6
"9/2/2025","10:54:58 PM","PATRON",0.8958,"","mg/L",0.5
"9/2/2025","10:55:14 PM","BLANCO",0.0085,"","mg/L",6.8
"9/2/2025","10:55:26 PM","REAGENT BLANK",0.0000,"","mg/L",1.0
"9/2/2025","10:55:26 PM","","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"9/2/2025","11:04:14 PM","LC005278-013",2.8678,"","mg/L",0.6
"9/2/2025","11:04:14 PM","","","","mg/L",""
