Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.767
Comp. Cola Columna,Untitled 000,1.118
Especial 6,Untitled 000,0.052
Pileta Patio,Untitled 000,3.094
Barren,Untitled 000,1.173
Cabeza puntual retorno,Untitled 000,1.737
Celda # 11-A,Untitled 000,0.803
Celda # 11-B,Untitled 000,0.056
Celda # 11-C,Untitled 000,0.103
Celda # 6-F2,Untitled 000,0.031
Celda #5-9,Untitled 000,0.432
Celda #(F1+F2),Untitled 000,1.815
NE Tubo 1,Untitled 000,0.02
NE Tubo 2,Untitled 000,2.114
NE Tubo 4,Untitled 000,1.337
NE Tubo 5,Untitled 000,2.051
NE Tubo 6,Untitled 000,0.522
NE Tubo 7,Untitled 000,3.028
Puntual Noroeste,Untitled 000,1.845
Barren Patios,Untitled 000,1.141
Tubo 3,Untitled 000,0.262
Especial 1,Untitled 000,0.045
Especial 2,Untitled 000,0.03
Especial 3,Untitled 000,0.217
Especial 4,Untitled 000,0.676
Especial 5,Untitled 000,0.057
