Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.556
Comp. Cola Columna,Untitled 000,0.343
Barren,Untitled 000,0.296
Cabeza puntual retorno,Untitled 000,0.542
Celda # 11-A,Untitled 000,1.704
Celda # 11-B,Untitled 000,0.225
Celda # 11-C,Untitled 000,0.042
Celda # 6-F2,Untitled 000,0.063
Celda #5-9,Untitled 000,0.689
Celda #(F1+F2),Untitled 000,0.467
NE Tubo 1,Untitled 000,0.025
NE Tubo 2,Untitled 000,0.292
NE Tubo 4,Untitled 000,0.248
NE Tubo 5,Untitled 000,0.064
NE Tubo 6,Untitled 000,0.604
NE Tubo 7,Untitled 000,0.227
Puntual Noroeste,Untitled 000,0.498
Barren Patios,Untitled 000,0.299
Tubo 3,Untitled 000,0.701
Especial 1,Untitled 000,2.02
Especial 2,Untitled 000,0.045
Especial 3,Untitled 000,0.035
Especial 4,Untitled 000,0.043
Especial 5,Untitled 000,0.065
