"Analista",""
"Fecha de inicio","09/12/2025 09:18 a. m.  GMT: 09/12/2025 04:18 p. m."
"Hoja de trabajo","EXP000165_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"09/12/2025","09:27:46 a. m.","PATRON",0.9111,"","mg/L",0.8
"09/12/2025","09:27:58 a. m.","BLANCO",0.0158,"","mg/L",48.8
"09/12/2025","09:28:06 a. m.","REAGENT BLANK",0.0000,"","mg/L",45.4
"09/12/2025","09:28:18 a. m.","EXP000165-001",0.1060,"","mg/L",2.7
"09/12/2025","09:28:28 a. m.","EXP000165-002",0.2367,"","mg/L",1.7
"09/12/2025","09:28:36 a. m.","EXP000165-003",0.1144,"","mg/L",3.0
"09/12/2025","09:28:48 a. m.","EXP000165-004",0.5381,"","mg/L",1.8
"09/12/2025","09:28:58 a. m.","EXP000165-005",0.3765,"","mg/L",0.4
"09/12/2025","09:29:08 a. m.","EXP000165-006",0.0429,"","mg/L",12.9
"09/12/2025","09:29:18 a. m.","PATRON",0.8895,"","mg/L",0.8
"09/12/2025","09:29:30 a. m.","EXP000165-007",0.0472,"","mg/L",0.8
"09/12/2025","09:29:40 a. m.","EXP000165-008",0.0863,"","mg/L",1.4
"09/12/2025","09:29:48 a. m.","EXP000165-009",0.0649,"","mg/L",1.7
"09/12/2025","09:30:08 a. m.","EXP000165-011",0.0965,"","mg/L",3.0
"09/12/2025","09:30:18 a. m.","EXP000165-012",0.0688,"","mg/L",0.9
"09/12/2025","09:30:28 a. m.","PATRON",0.8981,"","mg/L",0.7
"09/12/2025","09:30:38 a. m.","EXP000165-013",0.0681,"","mg/L",3.6
"09/12/2025","09:30:48 a. m.","EXP000165-014",0.3326,"","mg/L",1.0
"09/12/2025","09:30:58 a. m.","EXP000165-015",0.1169,"","mg/L",2.5
"09/12/2025","09:31:06 a. m.","EXP000165-016",1.0133,"","mg/L",1.4
"09/12/2025","09:31:16 a. m.","EXP000165-017",1.1490,"","mg/L",0.5
"09/12/2025","09:31:26 a. m.","EXP000165-018",0.0163,"","mg/L",73.4
"09/12/2025","09:31:38 a. m.","PATRON",0.8984,"","mg/L",1.1
"09/12/2025","09:31:48 a. m.","EXP000165-019",0.3418,"","mg/L",0.9
"09/12/2025","09:31:58 a. m.","EXP000165-020",0.3497,"","mg/L",0.7
"09/12/2025","09:32:08 a. m.","EXP000165-021",0.2258,"","mg/L",1.3
"09/12/2025","09:32:18 a. m.","EXP000165-022",0.0128,"","mg/L",7.6
"09/12/2025","09:32:30 a. m.","EXP000165-023",0.4174,"","mg/L",0.7
"09/12/2025","09:32:40 a. m.","EXP000165-024",0.0121,"","mg/L",46.0
"09/12/2025","09:33:46 a. m.","EXP000165-010",0.4577,"","mg/L",1.2
"09/12/2025","09:33:46 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

