Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.465
Cabeza puntual retorno,Ag 328.07,0.472
Celda #(F1+F2),Ag 328.07,0.076
Puntual Noroeste,Ag 328.07,0.700
Tubo 3,Ag 328.07,0.668
Comp. Cola Columna,Ag 328.07,0.271
Barren,Ag 328.07,0.277
Celda # 11-A,Ag 328.07,0.024
Celda # 11-B,Ag 328.07,0.039
Celda # 11-C,Ag 328.07,0.019
Celda # 6-F2,Ag 328.07,0.062
Celda #5-9,Ag 328.07,0.022
NE Tubo 1,Ag 328.07,0.375
NE Tubo 2,Ag 328.07,0.362
NE Tubo 4,Ag 328.07,0.846
NE Tubo 5,Ag 328.07,0.446
NE Tubo 6,Ag 328.07,0.319
NE Tubo 7,Ag 328.07,1.398
Barren Patios,Ag 328.07,0.281
Especial 1,Ag 328.07,0.026
Especial 2,Ag 328.07,0.045
Especial 3,Ag 328.07,0.017
Especial 4,Ag 328.07,0.021
Especial 5,Ag 328.07,0.036
