Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.319
Comp. Cola Columna,Untitled 000,0.239
Barren,Untitled 000,0.272
Cabeza puntual retorno,Untitled 000,0.310
Celda # 11-A,Untitled 000,0.233
Celda # 11-B,Untitled 000,0.047
Celda # 11-C,Untitled 000,0.035
Celda # 6-F2,Untitled 000,0.260
Celda #5-9,Untitled 000,0.281
Celda #(F1+F2),Untitled 000,0.280
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.093
NE Tubo 4,Untitled 000,0.092
NE Tubo 5,Untitled 000,0.036
NE Tubo 6,Untitled 000,0.126
NE Tubo 7,Untitled 000,0.893
Puntual Noroeste,Untitled 000,0.292
BARREN PATIOS,Untitled 000,0.271
Tubo 3,Untitled 000,0.358
Especial 1,Untitled 000,0.828
Especial 2,Untitled 000,0.086
Especial 3,Untitled 000,0.245
Especial 4,Untitled 000,0.341
Especial 5,Untitled 000,0.106
Especial 6,Untitled 000,0.018
