Analista,,,,,,
Fecha de inicio,10/12/2025 03:14 a. m.  GMT: 10/12/2025 10:14 a. m.,,,,,
Hoja de trabajo,LC005967,,,,,
Comentario,,,,,,
Métodos,Au,,,,,
,,,,,,
Método: Au ACIDO (Llama),,,,,,
,,,,,,
10/12/2025,03:58:26 a. m.,PATRON,0.8876,,mg/L,0.7
10/12/2025,03:58:44 a. m.,BLANCO,0.0001,,mg/L,>100
10/12/2025,03:59:08 a. m.,REAGENT BLANK,0,,mg/L,91
10/12/2025,03:59:34 a. m.,LC005967-001,0.0849,,mg/L,3.8
10/12/2025,03:59:56 a. m.,LC005967-002,0.0792,,mg/L,4
10/12/2025,04:00:14 a. m.,LC005967-003,0.1321,,mg/L,2.8
10/12/2025,04:00:30 a. m.,LC005967-004,1.4934,,mg/L,1
10/12/2025,04:00:50 a. m.,LC005967-005,0.0948,,mg/L,9.9
10/12/2025,04:01:08 a. m.,LC005967-006,0.1298,,mg/L,1.5
10/12/2025,04:03:38 a. m.,LC005967-007,0.005,,mg/L,>100
10/12/2025,04:04:06 a. m.,LC005967-008,0.153,,mg/L,4
10/12/2025,04:04:26 a. m.,LC005967-009,0,,mg/L,>100
10/12/2025,04:04:46 a. m.,LC005967-010,0.1049,,mg/L,4.1
10/12/2025,04:05:04 a. m.,LC005967-011,0.1254,,mg/L,2.8
10/12/2025,04:05:26 a. m.,LC005967-012,0.2991,,mg/L,4
10/12/2025,04:06:30 a. m.,PATRON,0.8951,,mg/L,1
10/12/2025,04:06:50 a. m.,PATRON,0.8934,,mg/L,1.2
10/12/2025,04:07:08 a. m.,LC005967-013,0.3115,,mg/L,4.2
10/12/2025,04:07:42 a. m.,LC005967-015,0.2772,,mg/L,3
10/12/2025,04:08:20 a. m.,LC005967-014,0.5229,,mg/L,1.1
10/12/2025,04:09:52 a. m.,LC005967-016,1.1178,,mg/L,0.5
10/12/2025,04:10:08 a. m.,PATRON,0.8957,,mg/L,0.8
10/12/2025,04:10:36 a. m.,REAGENT BLANK,0,,mg/L,26.1
10/12/2025,04:11:12 a. m.,BLANCO,0.0058,,mg/L,>100
10/12/2025,04:11:12 a. m.,,,,mg/L,
