Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.068
Cabeza puntual retorno,Au 242.80,0.066
Celda #(F1+F2),Au 242.80,0.076
Puntual Noroeste,Au 242.80,0.054
Tubo 3,Au 242.80,0.038
NE Tubo 2,Au 242.80,0.098
NE Tubo 4,Au 242.80,0.033
Especial 1,Au 242.80,0.02
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.004
Especial 4,Au 242.80,0.002
Especial 5,Au 242.80,0.024
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.009
Barren Patios,Au 242.80,0.009
NE Tubo 1,Au 242.80,0.284
NE Tubo 5,Au 242.80,0.035
NE Tubo 6,Au 242.80,0.037
NE Tubo 7,Au 242.80,0.026
Celda # 11-A,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.016
Celda # 11-C,Au 242.80,0.021
Celda # 6-F2,Au 242.80,0.133
Celda #5-9,Au 242.80,0.033
