Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.399
Comp. Cola Columna,Untitled 000,0.737
Barren,Untitled 000,0.774
Cabeza puntual retorno,Untitled 000,1.394
Celda # 11-A,Untitled 000,0.352
Celda # 11-B,Untitled 000,1.637
Celda # 11-C,Untitled 000,1.057
Celda #5-9,Untitled 000,0.676
Celda #(F1+F2),Untitled 000,1.12
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.73
NE Tubo 4,Untitled 000,1.977
NE Tubo 5,Untitled 000,2.945
NE Tubo 6,Untitled 000,1.939
NE Tubo 7,Untitled 000,1.909
Puntual Noroeste,Untitled 000,1.362
Barren Patios,Untitled 000,0.712
Tubo 3,Untitled 000,0.363
Especial 1,Untitled 000,0.353
Especial 2,Untitled 000,0.153
Especial 3,Untitled 000,0.087
Especial 4,Untitled 000,0.151
Especial 5,Untitled 000,0.075
Especial 6,Untitled 000,0.035
Columna #1,Untitled 000,1.119
Columna #2,Untitled 000,1.039
Columna #3,Untitled 000,0.968
Columna #4,Untitled 000,0.906
Columna #5,Untitled 000,0.675
