Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.08
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.077
Columna #1,Au 242.80,0.072
Columna #2,Au 242.80,0.051
Columna #3,Au 242.80,0.03
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.011
Celda # 11-A,Au 242.80,0.068
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.056
Celda #(F1+F2),Au 242.80,0.059
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.035
NE Tubo 4,Au 242.80,0.034
NE Tubo 5,Au 242.80,0.036
NE Tubo 6,Au 242.80,0.139
NE Tubo 7,Au 242.80,0.074
Puntual Noroeste,Au 242.80,0.052
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.063
Especial 1,Au 242.80,0.25
Especial 2,Au 242.80,0.278
Especial 3,Au 242.80,0.031
Especial 4,Au 242.80,0.043
Especial 5,Au 242.80,0.189
