Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Untitled 000,0.025
Comp. Cabeza Columna,Untitled 000,0.344
Comp. Cola Columna,Untitled 000,0.223
Barren,Untitled 000,0.296
Cabeza puntual retorno,Untitled 000,0.317
Celda # 11-A,Untitled 000,0.492
Celda # 11-B,Untitled 000,0.136
Celda # 11-C,Untitled 000,0.025
Celda # 6-F2,Untitled 000,0.029
Celda #5-9,Untitled 000,0.247
Celda #(F1+F2),Untitled 000,0.329
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.113
NE Tubo 4,Untitled 000,0.12
NE Tubo 5,Untitled 000,0.049
NE Tubo 6,Untitled 000,0.022
NE Tubo 7,Untitled 000,0.186
Puntual Noroeste,Untitled 000,0.328
Barren Patios,Untitled 000,0.236
Tubo 3,Untitled 000,0.459
Especial 1,Untitled 000,0.15
Especial 2,Untitled 000,0.103
Especial 3,Untitled 000,0.087
Especial 4,Untitled 000,0.044
Especial 5,Untitled 000,0.123
