Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.408
Comp. Cola Columna,Untitled 000,0.614
Barren,Untitled 000,0.523
Cabeza puntual retorno,Untitled 000,1.254
Celda # 11-A,Untitled 000,2.946
Celda # 11-B,Untitled 000,0.552
Celda # 11-C,Untitled 000,0.17
Celda # 6-F2,Untitled 000,0.223
Celda #5-9,Untitled 000,0.327
Celda #(F1+F2),Untitled 000,1.254
NE Tubo 1,Untitled 000,0.037
NE Tubo 2,Untitled 000,0.678
NE Tubo 4,Untitled 000,2.661
NE Tubo 5,Untitled 000,2.319
NE Tubo 6,Untitled 000,1.133
NE Tubo 7,Untitled 000,0.719
Puntual Noroeste,Untitled 000,1.176
Barren Patios,Untitled 000,0.572
Tubo 3,Untitled 000,0.417
Especial 1,Untitled 000,0.161
Especial 2,Untitled 000,0.08
Especial 3,Untitled 000,0.095
Especial 4,Untitled 000,0.126
Especial 5,Untitled 000,0.393
Especial 6,Untitled 000,0.541
