Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.799
Comp. Cola Columna,Untitled 000,0.468
Barren,Untitled 000,0.446
Cabeza puntual retorno,Untitled 000,0.852
Celda # 11-A,Untitled 000,1.456
Celda # 11-B,Untitled 000,0.067
Celda # 11-C,Untitled 000,0.04
Celda # 6-F2,Untitled 000,0.504
Celda #5-9,Untitled 000,1.395
Celda #(F1+F2),Untitled 000,0.377
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.334
NE Tubo 4,Untitled 000,0.285
NE Tubo 5,Untitled 000,0.08
NE Tubo 6,Untitled 000,0.513
NE Tubo 7,Untitled 000,0.606
Puntual Noroeste,Untitled 000,0.36
Barren Patios,Untitled 000,0.446
Tubo 3,Untitled 000,0.435
Especial 1,Untitled 000,5.371
Especial 2,Untitled 000,0.09
Especial 3,Untitled 000,2.763
Especial 4,Untitled 000,4.608
Especial 5,Untitled 000,0.78
Especial 6,Untitled 000,0.029
