Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.097
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.095
Columna #1,Au 242.80,0.064
Columna #2,Au 242.80,0.043
Columna #3,Au 242.80,0.024
Columna #4,Au 242.80,0.016
Columna #5,Au 242.80,0.005
Celda # 11-A,Au 242.80,0.004
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda #5-9,Au 242.80,0.042
Celda #(F1+F2),Au 242.80,0.098
NE Tubo 1,Au 242.80,0.021
NE Tubo 2,Au 242.80,0.179
NE Tubo 4,Au 242.80,0.072
NE Tubo 5,Au 242.80,0.052
NE Tubo 6,Au 242.80,0.021
NE Tubo 7,Au 242.80,0.022
Puntual Noroeste,Au 242.80,0.080
Barren Patios,Au 242.80,0.010
Tubo 3,Au 242.80,0.056
Especial 1,Au 242.80,0.051
Especial 2,Au 242.80,0.050
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.037
Especial 5,Au 242.80,0.046
