Analyst,,,,,,
Date Started,4/11/2025 3:59 AM  GMT: 4/11/2025 10:59 AM,,,,,
Worksheet,LC004208_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/11/2025,4:14:08 AM,BLANCO,-0.0543,,mg/L,15.7
4/11/2025,4:14:22 AM,REAGENT BLANK,0,,mg/L,3.6
4/11/2025,4:14:38 AM,LC004208-001,0.2599,,mg/L,1.4
4/11/2025,4:14:52 AM,LC004208-002,0.0856,,mg/L,1.1
4/11/2025,4:19:06 AM,LC004208-003,1.3365,,mg/L,0.2
4/11/2025,4:19:36 AM,LC004208-005,0.0621,,mg/L,5.3
4/11/2025,4:19:48 AM,LC004208-006,0.0232,,mg/L,4.4
4/11/2025,4:20:06 AM,PATRON,0.8869,,mg/L,0.9
4/11/2025,4:20:28 AM,LC004208-007,0.1776,,mg/L,1.6
4/11/2025,4:20:40 AM,LC004208-008,0.3538,,mg/L,0.6
4/11/2025,4:20:54 AM,LC004208-009,0.0472,,mg/L,1.7
4/11/2025,4:21:10 AM,LC004208-010,0.4209,,mg/L,1.5
4/11/2025,4:24:00 AM,LC004208-011,0.4911,,mg/L,0.5
4/11/2025,4:24:14 AM,LC004208-012,1.2367,,mg/L,0.4
4/11/2025,4:24:30 AM,PATRON,0.8759,,mg/L,1.1
4/11/2025,4:25:14 AM,LC004208-015,0.1532,,mg/L,0.8
4/11/2025,4:30:02 AM,PATRON,0.9089,,mg/L,1
4/11/2025,4:34:24 AM,LC004208-004,0.9103,,mg/L,7.9
4/11/2025,4:34:40 AM,LC004208-016,0.1221,,mg/L,1.6
4/11/2025,4:34:54 AM,LC004208-017,0.0784,,mg/L,1.8
4/11/2025,4:35:08 AM,LC004208-018,0.2727,,mg/L,1.1
4/11/2025,4:35:26 AM,PATRON,0.8787,,mg/L,0.9
4/11/2025,4:35:46 AM,LC004208-019,0.421,,mg/L,0.2
4/11/2025,4:36:00 AM,LC004208-020,-0.0121,,mg/L,20.5
4/11/2025,4:36:14 AM,LC004208-021,0.6995,,mg/L,1.4
4/11/2025,4:36:26 AM,LC004208-022,0.032,,mg/L,3.3
4/11/2025,4:36:40 AM,LC004208-023,0.0175,,mg/L,9
4/11/2025,4:36:50 AM,LC004208-024,0.1843,,mg/L,2
4/11/2025,4:37:58 AM,REAGENT BLANK,0,,mg/L,8.8
4/11/2025,4:38:14 AM,REAGENT BLANK,0,,mg/L,13.8
4/11/2025,4:39:02 AM,LC004208-013,0.0031,,mg/L,78.4
4/11/2025,4:39:14 AM,LC004208-014,0.0023,,mg/L,69
4/11/2025,4:39:32 AM,PATRON,0.8996,,mg/L,0.2
4/11/2025,4:39:46 AM,BLANCO,-0.0042,,mg/L,96.8
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
