Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.084
Cabeza puntual retorno,Au 242.80,0.087
Celda #(F1+F2),Au 242.80,0.096
Puntual Noroeste,Au 242.80,0.101
Tubo 3,Au 242.80,0.17
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.023
Celda # 11-B,Au 242.80,0.017
Celda # 11-C,Au 242.80,0.01
Celda #5-9,Au 242.80,0.024
NE Tubo 1,Au 242.80,0.021
NE Tubo 4,Au 242.80,0.102
NE Tubo 2,Au 242.80,0.04
NE Tubo 5,Au 242.80,0.075
NE Tubo 6,Au 242.80,0.041
NE Tubo 7,Au 242.80,0.088
Barren Patios,Au 242.80,0.005
Especial 1,Au 242.80,0.075
Especial 2,Au 242.80,0.045
Especial 3,Au 242.80,0.068
Especial 4,Au 242.80,0.067
Especial 5,Au 242.80,0.043
