Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.648
Cabeza puntual retorno,Ag 328.07,0.627
Celda #(F1+F2),Ag 328.07,0.688
Puntual Noroeste,Ag 328.07,0.776
Tubo 3,Ag 328.07,1.251
NE Tubo 2,Ag 328.07,0.087
NE Tubo 4,Ag 328.07,0.561
Especial 1,Ag 328.07,0.025
Especial 2,Ag 328.07,0.032
Especial 3,Ag 328.07,0.028
Especial 4,Ag 328.07,0.037
Especial 5,Ag 328.07,0.035
Columna #1,Ag 328.07,0.545
Columna #2,Ag 328.07,0.499
Columna #3,Ag 328.07,0.436
Columna #4,Ag 328.07,0.402
Columna #5,Ag 328.07,0.362
Comp. Cola Columna,Ag 328.07,0.352
Barren,Ag 328.07,0.347
Barren Patios,Ag 328.07,0.34
NE Tubo 1,Ag 328.07,0.462
NE Tubo 5,Ag 328.07,0.104
NE Tubo 6,Ag 328.07,0.026
NE Tubo 7,Ag 328.07,0.854
Celda # 11-A,Ag 328.07,0.029
Celda # 11-B,Ag 328.07,0.391
Celda # 11-C,Ag 328.07,0.03
Celda #5-9,Ag 328.07,0.029
