Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.162
Cabeza puntual retorno,Au 242.80,0.164
Celda #(F1+F2),Au 242.80,0.167
Puntual Noroeste,Au 242.80,0.21
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.025
Celda # 11-A,Au 242.80,0.105
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.128
Celda #5-9,Au 242.80,0.173
NE Tubo 1,Au 242.80,0.046
NE Tubo 2,Au 242.80,0.025
NE Tubo 4,Au 242.80,0.312
NE Tubo 5,Au 242.80,0.462
NE Tubo 6,Au 242.80,0.37
NE Tubo 7,Au 242.80,0.354
Barren Patios,Au 242.80,0.015
Especial 1,Au 242.80,0.033
Especial 2,Au 242.80,0.049
Especial 3,Au 242.80,0.012
Especial 4,Au 242.80,0.015
Especial 5,Au 242.80,0.087
