Analista,,,,,,
Fecha de inicio,12/12/2025 03:34 p. m.  GMT: 12/12/2025 10:34 p. m.,,,,,
Hoja de trabajo,EXP000173_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
12/12/2025,03:59:38 p. m.,PATRON,0.9179,,mg/L,0.5
12/12/2025,03:59:52 p. m.,BLANCO,0.0159,,mg/L,21.4
12/12/2025,04:00:32 p. m.,REAGENT BLANK,0,,mg/L,28.5
12/12/2025,04:01:00 p. m.,EXP000173-001,0.0581,,mg/L,2.2
12/12/2025,04:01:16 p. m.,EXP000173-002,0.2283,,mg/L,1
12/12/2025,04:01:30 p. m.,EXP000173-003,0.4264,,mg/L,0.4
12/12/2025,04:01:48 p. m.,EXP000173-004,0.0636,,mg/L,3.2
12/12/2025,04:02:02 p. m.,EXP000173-005,0.1259,,mg/L,1.1
12/12/2025,04:02:14 p. m.,EXP000173-006,0.6687,,mg/L,0.4
12/12/2025,04:02:34 p. m.,PATRON,0.8956,,mg/L,1
12/12/2025,04:03:00 p. m.,EXP000173-007,0.4305,,mg/L,0.8
12/12/2025,04:03:14 p. m.,EXP000173-008,0.588,,mg/L,1.2
12/12/2025,04:03:28 p. m.,EXP000173-009,0.0107,,mg/L,13.9
12/12/2025,04:03:42 p. m.,EXP000173-010,0.1188,,mg/L,0.8
12/12/2025,04:03:54 p. m.,EXP000173-011,0.1581,,mg/L,1.3
12/12/2025,04:04:08 p. m.,EXP000173-012,0.0064,,mg/L,20.6
12/12/2025,04:04:22 p. m.,PATRON,0.9041,,mg/L,0.5
12/12/2025,04:04:34 p. m.,EXP000173-013,0.4535,,mg/L,1.2
12/12/2025,04:04:48 p. m.,EXP000173-014,0.1526,,mg/L,1.8
12/12/2025,04:05:02 p. m.,EXP000173-015,0.9364,,mg/L,0.5
12/12/2025,04:05:14 p. m.,EXP000173-016,0.1706,,mg/L,1.7
12/12/2025,04:05:28 p. m.,EXP000173-017,0.2982,,mg/L,0.2
12/12/2025,04:05:40 p. m.,EXP000173-018,0.2599,,mg/L,1.4
12/12/2025,04:05:54 p. m.,PATRON,0.8935,,mg/L,0.4
12/12/2025,04:06:08 p. m.,EXP000173-019,0.1917,,mg/L,0.2
12/12/2025,04:06:22 p. m.,EXP000173-020,0.2384,,mg/L,0.6
12/12/2025,04:06:36 p. m.,EXP000173-021,0.1453,,mg/L,0.7
12/12/2025,04:06:50 p. m.,EXP000173-022,0.191,,mg/L,0.2
12/12/2025,04:07:04 p. m.,EXP000173-023,0.2022,,mg/L,0.6
12/12/2025,04:07:18 p. m.,EXP000173-024,0.0071,,mg/L,10.2
12/12/2025,04:07:32 p. m.,PATRON,0.8882,,mg/L,0.3
12/12/2025,04:07:50 p. m.,PATRON,0.8943,,mg/L,0.4
12/12/2025,04:08:02 p. m.,BLANCO,0.0065,,mg/L,42.8
12/12/2025,04:08:14 p. m.,REAGENT BLANK,0,,mg/L,49.3
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
