Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.673
Columna #2,Untitled 000,1.624
Columna #3,Untitled 000,1.568
Columna #4,Untitled 000,1.398
Columna #5,Untitled 000,1.407
Comp. Cabeza Columna,Untitled 000,1.812
Comp. Cola Columna,Untitled 000,1.267
Barren,Untitled 000,1.426
Cabeza puntual retorno,Untitled 000,1.784
Celda # 11-A,Untitled 000,0.416
Celda # 11-B,Untitled 000,7.187
Celda # 11-C,Untitled 000,3.259
Celda #5-9,Untitled 000,0.039
Celda #(F1+F2),Untitled 000,1.539
NE Tubo 1,Untitled 000,3.350
NE Tubo 2,Untitled 000,0.656
NE Tubo 4,Untitled 000,2.533
NE Tubo 5,Untitled 000,1.309
NE Tubo 6,Untitled 000,0.327
Especial 7,Untitled 000,1.615
Puntual Noroeste,Untitled 000,1.462
Barren Patios,Untitled 000,1.621
Tubo 3,Untitled 000,1.547
Especial 1,Untitled 000,0.069
Especial 2,Untitled 000,0.049
Especial 3,Untitled 000,0.090
Especial 4,Untitled 000,0.070
Especial 5,Untitled 000,0.051
